Gene	V2
MISP3	1335
MITD1	630
MITF	2877
MIXL1	1805
MKI67	12139
MKKS	2094
MKLN1	4546
MKNK1	1418
MKNK2	2626
MKRN1	1833
MKRN2	2438
MKRN3	2171
MKRN7P	1171
MKS1	1740
MLANA	815
MLC1	976
MLEC	4210
MLF1	1126
MLF2	1324
MLH1	1870
MLH3	3235
MLIP	2765
MLKL	2003
MLLT1	4332
MLLT10	2119
MLLT10P1	102
MLLT11	3875
MLLT3	2129
MLLT6	6156
MLN	300
MLNR	1039
MLPH	1729
MLST8	1363
MLX	2057
MLXIP	4732
MLXIPL	2973
MLYCD	3079
MMAA	2491
MMACHC	3725
MMADHC	1197
MMD	1552
MMD2	1775
MME	2246
MMEL1	478
MMGT1	3538
MMP1	1771
MMP10	1559
MMP11	2046
MMP12	1622
MMP13	1549
MMP14	2024
MMP15	3862
MMP16	5665
MMP17	798
MMP19	2013
MMP2	2520
MMP20	851
MMP21	1719
MMP23A	386
MMP23B	937
MMP24	4176
MMP25	3474
MMP26	667
MMP27	1676
MMP28	1471
MMP3	1622
MMP7	919
MMP8	2855
MMP9	2136
MMRN1	4801
MMRN2	3853
MMS19	2738
MMUT	3611
MN1	7614
MNAT1	753
MND1	519
MNDA	1508
MNS1	1830
MNT	4122
MNX1	714
MOAP1	2211
MOB1A	2788
MOB1B	3524
MOB2	1017
MOB3A	2845
MOB3B	5956
MOB3C	2713
MOB4	2381
MOBP	1302
MOCOS	5982
MOCS1	3164
MOCS2	1270
MOCS3	4912
MOG	1408
MOGAT1	976
MOGAT2	2325
MOGS	2621
MOK	1244
MON1A	1849
MON1B	2791
MON2	5707
MORC1	3547
MORC2	3865
MORC3	3906
MORC4	3270
MORF4L1	650
MORF4L2	1027
MORN1	1437
MORN4	1371
MOS	841
MOSPD1	1426
MOSPD2	2469
MOSPD3	912
MOV10	2902
MOV10L1	1605
MOXD1	2785
MPC1	693
MPC2	1774
MPDU1	1086
MPDZ	5620
MPEG1	4218
MPG	958
MPHOSPH10	1960
MPHOSPH6	847
MPHOSPH8	3468
MPHOSPH9	1870
MPI	1379
MPIG6B	359
MPL	1687
MPLKIP	7427
MPND	1034
MPO	3016
MPP1	1790
MPP2	3742
MPP3	1424
MPP4	1838
MPP5	4051
MPP6	1744
MPP7	3240
MPPE1	1475
MPPED1	1621
MPPED2	1610
MPRIP	2583
MPST	1176
MPV17	786
MPV17L2	1378
MPZ	828
MPZL1	1713
MPZL2	1689
MPZL3	3067
MR1	3427
MRAP	616
MRAP2	1937
MRAS	2463
MRC1	4988
MRC2	4364
MRE11	2112
MREG	2157
MRFAP1	1397
MRFAP1L1	1378
MRGBP	2552
MRGPRD	766
MRGPRE	3908
MRGPRF	1951
MRGPRX2	1872
MRGPRX3	1439
MRGPRX4	1244
MRI1	2777
MRM1	1650
MRM2	1547
MRM3	1477
MRNIP	941
MRO	2983
MROH2B	3138
MROH8	1065
MROH9	2027
MRPL1	913
MRPL10	1528
MRPL11	716
MRPL12	809
MRPL13	953
MRPL14	757
MRPL15	721
MRPL16	876
MRPL17	1037
MRPL18	744
MRPL19	2130
MRPL2	614
MRPL20	506
MRPL21	496
MRPL22	700
MRPL23	466
MRPL24	679
MRPL27	490
MRPL28	813
MRPL3	1444
MRPL30	1768
MRPL32	663
MRPL33	273
MRPL34	766
MRPL35	1130
MRPL36	422
MRPL37	1279
MRPL38	1623
MRPL39	910
MRPL4	1032
MRPL40	872
MRPL41	383
MRPL42	1159
MRPL43	721
MRPL44	1489
MRPL45	1501
MRPL46	813
MRPL47	917
MRPL48	691
MRPL49	1817
MRPL50	3136
MRPL51	529
MRPL52	308
MRPL53	292
MRPL54	408
MRPL55	508
MRPL57	2033
MRPL58	685
MRPL9	974
MRPS10	1900
MRPS11	741
MRPS12	844
MRPS14	1092
MRPS15	755
MRPS16	1463
MRPS17	1563
MRPS18A	834
MRPS18B	1200
MRPS18C	426
MRPS2	1251
MRPS21	1113
MRPS22	929
MRPS23	931
MRPS24	474
MRPS25	1007
MRPS26	816
MRPS27	2114
MRPS28	353
MRPS30	1448
MRPS31	1198
MRPS33	532
MRPS34	761
MRPS35	1396
MRPS36	1111
MRPS5	1500
MRPS6	745
MRPS7	956
MRPS9	1214
MRRF	1375
MRS2	2299
MRTFA	3210
MRTFB	3693
MRTO4	1811
MRVI1	4089
MS4A1	2516
MS4A12	652
MS4A14	2039
MS4A15	1551
MS4A2	2985
MS4A3	767
MS4A4A	978
MS4A5	293
MS4A6A	591
MS4A6E	367
MS4A7	1560
MS4A8	1060
MSANTD2	1943
MSANTD3	1327
MSANTD4	1814
MSC	1823
MSH2	3114
MSH3	3971
MSH4	3070
MSH5	885
MSH6	2119
MSI1	2759
MSI2	2111
MSL2	3617
MSL3	1856
MSL3P1	1832
MSLN	1666
MSMB	269
MSMO1	1957
MSN	3748
MSR1	2202
MSRA	1268
MSRB1	1223
MSRB2	1379
MSS51	2223
MST1	1024
MST1L	2097
MST1P2	2091
MST1R	4073
MSTN	2619
MSTO1	1765
MSX1	1740
MSX2	1739
MSX2P1	573
MT1A	208
MT1B	187
MT1E	248
MT1F	233
MT1G	216
MT1H	208
MT1JP	687
MT1L	221
MT1M	209
MT1X	215
MT2A	213
MT3	370
MT4	107
MTA1	1965
MTA2	2725
MTA3	1568
MTAP	1978
MTBP	2783
MTCH1	1819
MTCH2	1083
MTCL1	1618
MTCP1	1154
MTDH	1991
MTERF1	1562
MTERF2	1207
MTERF3	1237
MTERF4	1109
MTF1	6745
MTF2	1732
MTFMT	1641
MTFP1	870
MTFR1	1614
MTFR1L	1726
MTFR2	1323
MTG1	954
MTG2	1756
MTHFD1	2853
MTHFD1L	1806
MTHFD2	1625
MTHFR	3267
MTHFS	614
MTHFSD	1554
MTIF2	2191
MTIF3	725
MTLN	252
MTM1	2007
MTMR1	3127
MTMR10	3707
MTMR11	2128
MTMR12	3381
MTMR14	2090
MTMR2	2683
MTMR3	5136
MTMR4	4477
MTMR6	5459
MTMR7	4910
MTMR8	2118
MTMR9	3375
MTNR1A	1089
MTNR1B	872
MTO1	1525
MTOR	8337
MTPAP	2718
MTPN	2662
MTR	4902
MTRES1	942
MTREX	1727
MTRF1	1074
MTRF1L	2745
MTRR	1886
MTSS1	2921
MTSS2	2295
MTTP	3837
MTURN	2862
MTUS1	3635
MTUS2	2076
MTVR2	53
MTX1	932
MTX2	965
MUC1	2082
MUC12	475
MUC13	2679
MUC15	2698
MUC16	43616
MUC17	7123
MUC2	15319
MUC20	1767
MUC3A	1527
MUC4	17804
MUC5AC	17248
MUC6	10487
MUC7	1155
MUCL1	246
MUCL3	3066
MUL1	2228
MUS81	1960
MUSK	4272
MUTYH	1271
MVB12A	923
MVB12B	2959
MVD	1197
MVK	1130
MVP	2007
MX1	2391
MX2	2202
MXD1	4144
MXD3	1558
MXD4	3447
MXI1	1565
MXRA5	9604
MXRA8	1734
MYADM	2535
MYADML	1349
MYB	2435
MYBBP1A	3043
MYBL1	2094
MYBL2	2470
MYBPC1	3312
MYBPC2	3404
MYBPC3	2572
MYBPH	1572
MYC	1807
MYCBP	1676
MYCBP2	7880
MYCBPAP	1594
MYCL	3086
MYCN	1873
MYCT1	2678
MYD88	2468
MYDGF	818
MYEF2	1982
MYEOV	1099
MYF5	1340
MYF6	1129
MYH1	5823
MYH10	3477
MYH11	6589
MYH13	5716
MYH14	4664
MYH15	6875
MYH16	5636
MYH2	2827
MYH3	575
MYH4	5816
MYH6	2977
MYH7	5827
MYH7B	1830
MYH8	5841
MYH9	3853
MYL1	627
MYL10	576
MYL12A	945
MYL12B	1009
MYL2	439
MYL3	911
MYL4	440
MYL5	547
MYL6	467
MYL6B	642
MYL7	337
MYL9	1054
MYLIP	2872
MYLK	3219
MYLK2	2587
MYLK3	4460
MYLPF	157
MYNN	2520
MYO10	5031
MYO15A	791
MYO15B	1913
MYO16	6664
MYO18B	6163
MYO19	2212
MYO1A	3433
MYO1B	4030
MYO1C	4171
MYO1D	4769
MYO1E	1526
MYO1F	2964
MYO1G	2985
MYO3A	3277
MYO3B	3970
MYO5A	4998
MYO5B	5106
MYO5C	4835
MYO6	3727
MYO7A	5066
MYO7B	6515
MYO9A	5227
MYO9B	6090
MYOC	1635
MYOCD	4206
MYOD1	1603
MYOF	6515
MYOG	1307
MYOM1	3042
MYOM2	1526
MYOM3	4894
MYORG	6247
MYOT	839
MYOZ1	1100
MYOZ2	2397
MYOZ3	2051
MYPN	4711
MYRF	3509
MYRFL	1119
MYRIP	4873
MYSM1	2729
MYT1	3486
MYT1L	2948
MZB1	745
MZF1	2132
MZT2B	426
N4BP1	2984
N4BP2	6626
N4BP2L1	1251
N4BP2L2	1761
N4BP3	5785
N6AMT1	3539
NAA10	669
NAA11	1017
NAA15	3880
NAA16	2315
NAA20	833
NAA25	2607
NAA30	4007
NAA35	3895
NAA38	417
NAA40	2025
NAA50	1630
NAA60	1757
NAA80	1100
NAAA	1251
NAALAD2	3266
NAALADL1	579
NAB1	1466
NAB2	2191
NABP1	1473
NABP2	1248
NACA	533
NACA4P	441
NACAD	2717
NACC1	3779
NACC2	6703
NADK	2370
NADK2	1684
NADSYN1	2333
NAE1	1589
NAF1	1611
NAGA	2683
NAGK	868
NAGLU	2170
NAGPA	1950
NAGS	1893
NAIF1	3178
NAIP	4344
NAMPT	1211
NANOG	4982
NANP	3603
NANS	978
NAP1L1	1602
NAP1L2	2353
NAP1L3	2449
NAP1L4	1773
NAPA	1344
NAPB	3103
NAPEPLD	2770
NAPG	2053
NAPRT	951
NAPSA	1117
NARF	1209
NARS1	1436
NARS2	1673
NASP	1210
NAT1	1432
NAT10	3574
NAT14	773
NAT2	1085
NAT8	885
NAT8B	565
NAT9	1453
NAV1	6916
NAV2	5569
NAV3	4987
NAXD	2241
NAXE	878
NBAS	6818
NBEA	10557
NBEAL1	5139
NBEAL2	7701
NBEAP1	1807
NBL1	1805
NBN	3831
NBPF1	2067
NBPF11	4430
NBPF12	5236
NBPF14	3581
NBPF3	1691
NBPF4	2285
NBR1	3808
NCALD	2065
NCAM1	3366
NCAM2	2747
NCAN	6202
NCAPD2	2925
NCAPD3	3422
NCAPG	3514
NCAPG2	3750
NCAPH	1714
NCAPH2	1911
NCBP1	3883
NCBP2	1754
NCBP2AS2	670
NCBP3	6153
NCDN	2636
NCEH1	2580
NCF2	2006
NCF4	1213
NCK1	1118
NCK2	1808
NCKAP1	5007
NCKAP1L	3593
NCKAP5L	4390
NCKIPSD	2559
NCL	1647
NCLN	2791
NCOA1	4843
NCOA2	6010
NCOA3	7254
NCOA4	3082
NCOA5	3024
NCOA6	6390
NCOA7	2302
NCOR1	4374
NCOR1P1	123
NCOR2	4105
NCR1	925
NCR2	893
NCS1	2724
NCSTN	2277
NDC1	3931
NDC80	1814
NDE1	1182
NDEL1	1627
NDFIP1	3352
NDFIP2	1522
NDN	1706
NDNF	2693
NDOR1	1882
NDP	1519
NDRG1	2026
NDRG2	1642
NDRG3	2749
NDRG4	1999
NDST1	4762
NDST2	2627
NDST3	5606
NDST4	2243
NDUFA1	230
NDUFA10	905
NDUFA11	362
NDUFA12	354
NDUFA13	325
NDUFA2	564
NDUFA3	182
NDUFA4	1278
NDUFA4L2	883
NDUFA5	891
NDUFA6	657
NDUFA7	379
NDUFA8	604
NDUFA9	849
NDUFAB1	464
NDUFAF1	952
NDUFAF2	427
NDUFAF3	668
NDUFAF4	923
NDUFAF5	749
NDUFAF6	843
NDUFAF7	1775
NDUFB1	162
NDUFB10	509
NDUFB11	884
NDUFB2	276
NDUFB3	298
NDUFB4	386
NDUFB5	689
NDUFB6	749
NDUFB7	337
NDUFB8	476
NDUFB9	493
NDUFC1	482
NDUFC2	585
NDUFS1	3107
NDUFS2	1761
NDUFS3	656
NDUFS4	469
NDUFS5	320
NDUFS6	722
NDUFS8	536
NDUFV1	1258
NDUFV2	652
NDUFV3	2586
NEB	25378
NEBL	3975
NECAB1	2844
NECAB2	1408
NECAB3	1390
NECAP1	1421
NECAP2	1780
NECTIN1	4532
NECTIN2	2009
NECTIN3	2138
NECTIN4	2726
NEDD1	2190
NEDD4	2872
NEDD4L	3037
NEDD8	417
NEDD9	3820
NEFH	3595
NEFL	3005
NEFM	2319
NEIL1	769
NEIL3	2135
NEK1	4856
NEK10	1925
NEK11	1804
NEK2	1368
NEK3	2001
NEK4	2686
NEK6	2218
NEK7	2100
NEK9	2833
NELFA	1965
NELFB	2340
NELFCD	1992
NELFE	1111
NELL1	1320
NELL2	1881
NEMF	1855
NEMP1	4685
NENF	707
NEO1	5001
NEPRO	1695
NES	5368
NET1	1922
NETO1	4253
NETO2	2220
NEU1	1865
NEU2	943
NEU3	4098
NEU4	2073
NEURL1	4050
NEURL1B	6215
NEURL2	1078
NEURL3	1475
NEURL4	4365
NEUROD1	1515
NEUROD2	2830
NEUROD4	3727
NEUROD6	1759
NEUROG1	1483
NEUROG2	2095
NEUROG3	1360
NEXN	2239
NF1	8948
NF2	4306
NFAM1	3573
NFASC	2972
NFAT5	8212
NFATC1	3380
NFATC2	6294
NFATC2IP	4030
NFATC3	4116
NFATC4	2002
NFE2	1456
NFE2L1	2302
NFE2L2	2181
NFE2L3	2761
NFE4	872
NFIA	5148
NFIB	4556
NFIC	4058
NFIL3	1855
NFIX	4059
NFKB1	3457
NFKB2	2126
NFKBIA	1334
NFKBIB	1205
NFKBID	1355
NFKBIE	997
NFKBIL1	1248
NFKBIZ	1527
NFRKB	3281
NFS1	1281
NFU1	759
NFX1	3597
NFXL1	2939
NFYA	2617
NFYB	1602
NFYC	1460
NGB	1684
NGDN	888
NGEF	1314
NGF	847
NGFR	3208
NGLY1	1676
NGRN	2774
NHEJ1	1890
NHLH1	2357
NHLH2	2312
NHP2	542
NHS	5543
NHSL1	3516
NIBAN1	6548
NIBAN2	3695
NIBAN3	2195
NICN1	1923
NID1	5539
NID2	4670
NIF3L1	1074
NIFK	779
NIM1K	2556
NIN	6484
NINJ1	1039
NINJ2	550
NINL	4344
NIP7	1780
NIPA1	4818
NIPA2	1618
NIPAL1	3558
NIPAL2	2847
NIPAL3	3930
NIPBL	6983
NIPSNAP1	1808
NIPSNAP2	1433
NIPSNAP3A	1436
NIPSNAP3B	1587
NISCH	3781
NIT1	1016
NIT2	1041
NKAIN1	2722
NKAIN2	1307
NKAIN4	1153
NKAP	1684
NKAPD1	1778
NKAPL	1462
NKAPP1	1105
NKD1	8813
NKD2	1430
NKG7	581
NKIRAS1	1436
NKIRAS2	2161
NKRF	3617
NKTR	4081
NKX1-1	1036
NKX2-1	2007
NKX2-2	1923
NKX2-3	1786
NKX2-5	891
NKX2-6	706
NKX2-8	1643
NKX3-1	3078
NKX3-2	2059
NKX6-1	2428
NKX6-2	2568
NKX6-3	1839
NLE1	1664
NLGN1	5104
NLGN2	4248
NLGN3	3663
NLGN4X	3416
NLGN4Y	2390
NLK	1989
NLN	2695
NLRC3	6251
NLRC4	3055
NLRC5	2350
NLRP1	4775
NLRP11	2877
NLRP12	3549
NLRP13	3132
NLRP2	2665
NLRP3	3712
NLRP4	1581
NLRP5	2612
NLRP6	2479
NLRP7	3221
NLRP8	3312
NLRX1	2610
NMB	518
NMBR	1154
NMD3	2004
NME1	742
NME2	614
NME3	767
NME4	826
NME5	861
NME6	1741
NME7	1026
NME8	1679
NMI	829
NMNAT1	2095
NMNAT2	5241
NMRAL1	932
NMRK1	1082
NMRK2	662
NMS	289
NMT1	1804
NMT2	2652
NMU	602
NMUR1	3021
NMUR2	1873
NNAT	1022
NNMT	657
NNT	3380
NOA1	2018
NOB1	1427
NOBOX	1546
NOC2L	2134
NOC3L	2707
NOC4L	1442
NOCT	1762
NOD1	2787
NOD2	3922
NODAL	1362
NOG	1700
NOL10	2832
NOL11	2012
NOL12	780
NOL3	1076
NOL4	828
NOL4L	4436
NOL6	4305
NOL7	1318
NOL8	2403
NOL9	5468
NOLC1	2920
NOM1	4373
NOMO1	2896
NONO	2120
NOP10	355
NOP14	3274
NOP16	954
NOP2	2395
NOP53	985
NOP56	1311
NOP58	1622
NOP9	5845
NOS1	5184
NOS1AP	1492
NOS2	3795
NOS3	3065
NOSIP	814
NOSTRIN	990
NOTCH1	9293
NOTCH2	10311
NOTCH3	8003
NOTCH4	6345
NOTUM	2023
NOVA1	1649
NOVA2	5049
NOX1	2218
NOX3	1780
NOX4	2014
NOX5	3279
NOXA1	1478
NOXO1	790
NOXRED1	1657
NPAP1	7490
NPAS1	1377
NPAS2	1255
NPAS3	1072
NPAT	4155
NPBWR1	2487
NPBWR2	1152
NPC1	3630
NPC1L1	3942
NPC2	589
NPDC1	1273
NPEPL1	2056
NPEPPS	3393
NPFF	1206
NPFFR1	9049
NPFFR2	1034
NPHP1	1338
NPHP3	3938
NPHS1	1832
NPHS2	1562
NPIPA1	452
NPIPB3	587
NPL	1363
NPLOC4	2334
NPM1	743
NPM2	679
NPM3	674
NPPA	610
NPPB	508
NPPC	579
NPR1	3761
NPR2	3486
NPR3	5134
NPRL2	1204
NPRL3	1993
NPTN	1000
NPTX1	5239
NPTX2	2513
NPTXR	5630
NPVF	990
NPY	409
NPY1R	2562
NPY2R	3368
NPY4R	1806
NPY5R	2336
NPY6R	2788
NQO1	1017
NQO2	817
NR0B1	946
NR0B2	965
NR1D1	2430
NR1D2	3275
NR1H2	1878
NR1H3	1245
NR1H4	1331
NR1I2	2509
NR1I3	1209
NR2C1	1301
NR2C2	3488
NR2C2AP	987
NR2E1	2412
NR2E3	1829
NR2F1	3262
NR2F2	2941
NR2F6	2204
NR3C1	4259
NR3C2	4150
NR4A1	2373
NR4A2	2357
NR4A3	5480
NR5A1	2775
NR5A2	3856
NR6A1	5205
NRAP	5226
NRAS	4126
NRBF2	1613
NRBP1	2057
NRCAM	3497
NRDC	3391
NRDE2	2936
NREP	1614
NRF1	2164
NRG1	2223
NRG2	1744
NRG3	1963
NRG4	914
NRGN	965
NRIP1	6911
NRIP2	2557
NRIP3	3561
NRK	7866
NRL	1630
NRM	1048
NRN1	1413
NRN1L	372
NRP1	3213
NRP2	3401
NRSN1	952
NRSN2	1654
NRTN	909
NRXN1	7378
NRXN2	2842
NRXN3	3500
NSA2	905
NSD1	5759
NSD2	2746
NSD3	3558
NSDHL	1314
NSF	2895
NSFL1C	1278
NSG1	1126
NSG2	826
NSL1	1227
NSMAF	2705
NSMCE1	822
NSMCE3	1491
NSMCE4A	1130
NSMF	2472
NSRP1	1582
NSUN2	2784
NSUN3	2516
NSUN5	1661
NSUN5P1	3064
NSUN6	1651
NSUN7	2371
NT5C	691
NT5C1A	907
NT5C1B	1645
NT5C2	1744
NT5C3A	1290
NT5C3B	989
NT5DC1	1205
NT5DC2	1332
NT5DC3	5043
NT5E	2523
NT5M	940
NTAN1	961
NTF3	907
NTF4	1123
NTHL1	831
NTM	1904
NTMT1	793
NTN1	5786
NTN3	1988
NTN4	2841
NTN5	501
NTNG1	3905
NTNG2	1669
NTPCR	901
NTRK1	2470
NTRK2	6551
NTRK3	9353
NTS	1039
NTSR1	3933
NTSR2	1400
NUAK1	5745
NUAK2	2939
NUB1	1361
NUBP1	956
NUBP2	1092
NUBPL	1840
NUCB1	2147
NUCB2	974
NUCKS1	5097
NUDC	1578
NUDCD1	2607
NUDCD2	875
NUDCD3	1856
NUDT1	475
NUDT10	1725
NUDT11	2181
NUDT12	2123
NUDT13	1099
NUDT15	1738
NUDT16	4307
NUDT16L1	1156
NUDT16P1	1631
NUDT17	860
NUDT18	1403
NUDT2	766
NUDT21	1697
NUDT22	720
NUDT3	9171
NUDT4	3786
NUDT5	1230
NUDT6	1054
NUDT9	1116
NUDT9P1	545
NUF2	1628
NUFIP1	3280
NUFIP2	8643
NUMA1	3948
NUMB	1868
NUMBL	2113
NUP107	1636
NUP133	4316
NUP153	5454
NUP155	5106
NUP160	4660
NUP188	3848
NUP205	5879
NUP210	6852
NUP210L	5271
NUP214	5444
NUP35	897
NUP37	862
NUP42	847
NUP50	3795
NUP54	1072
NUP58	2835
NUP62	2504
NUP62CL	740
NUP85	1781
NUP88	1143
NUP93	1318
NUP98	3449
NUPR1	805
NUS1	4596
NUSAP1	1252
NUTF2	883
NUTM2F	2337
NVL	1675
NWD2	7600
NXF1	2281
NXF2	2066
NXF3	1816
NXF4	2341
NXF5	1669
NXN	1971
NXNL1	719
NXNL2	539
NXPE1	1616
NXPE2	1668
NXPE3	4420
NXPE4	1487
NXPH1	1255
NXPH2	2509
NXPH3	1979
NXPH4	1605
NXT1	862
NXT2	1689
NYAP1	3384
NYAP2	4390
NYNRIN	7435
NYX	1636
OAF	1950
OARD1	961
OAS1	1388
OAS2	2633
OAS3	5955
OASL	2388
OAT	1805
OAZ1	653
OAZ2	1305
OAZ3	504
OBI1	3307
OBP2A	489
OBP2B	532
OBSCN	4305
OBSL1	3071
OCA2	2082
OCEL1	672
OCIAD1	942
OCIAD2	582
OCLM	32
OCM2	373
OCRL	4943
OCSTAMP	1923
ODAM	580
ODAPH	1525
ODC1	1963
ODF1	826
ODF2	2887
ODF2L	1978
ODF3	1180
ODF3L1	932
ODF4	716
ODR4	2428
OFD1	2889
OGA	3279
OGDH	3676
OGDHL	3272
OGFOD1	1559
OGFOD2	1360
OGFOD3	1386
OGFR	2087
OGFRL1	7712
OGG1	1522
OGN	2635
OGT	3230
OIP5	948
OIT3	2010
OLA1	1217
OLAH	1567
OLFM1	1629
OLFM2	1595
OLFM3	2290
OLFM4	2643
OLFML2A	6169
OLFML2B	2890
OLFML3	1574
OLIG1	2073
OLIG2	1326
OLIG3	1996
OLR1	1753
OMA1	943
OMD	2249
OMG	1575
OMP	296
ONECUT1	4152
ONECUT2	6381
OOSP2	669
OPA1	2637
OPA3	4667
OPALIN	3210
OPCML	6050
OPHN1	5800
OPLAH	3738
OPN1LW	642
OPN1MW	1798
OPN1SW	896
OPN3	3634
OPN4	1945
OPN5	1468
OPRD1	9117
OPRK1	3124
OPRL1	2931
OPRM1	14943
OPRPN	578
OPTC	797
OPTN	2041
OR10A3	861
OR10A5	854
OR10A7	751
OR10AD1	1105
OR10D3	830
OR10G2	905
OR10G3	742
OR10G6	799
OR10G8	845
OR10G9	736
OR10H1	924
OR10H2	841
OR10H3	751
OR10H4	751
OR10J1	1746
OR10J5	730
OR10P1	795
OR10Q1	837
OR10S1	921
OR10T2	745
OR10V2P	564
OR10W1	1269
OR10X1	781
OR10Z1	742
OR11A1	2029
OR11H1	764
OR11H6	793
OR12D1	763
OR12D2	869
OR12D3	1669
OR13A1	1823
OR13C3	908
OR13C4	757
OR13C5	757
OR13C8	763
OR13F1	760
OR14C36	739
OR1A1	730
OR1A2	730
OR1C1	1107
OR1D2	739
OR1D5	739
OR1E1	1107
OR1E2	772
OR1E3	748
OR1F2P	733
OR1G1	798
OR1I1	1042
OR1J2	742
OR1J4	742
OR1L1	808
OR1L3	918
OR1L8	861
OR1M1	835
OR1N1	737
OR1N2	848
OR1Q1	745
OR1S1	778
OR1S2	759
OR2A14	769
OR2A4	1558
OR2AE1	871
OR2AG1	798
OR2AP1	730
OR2B11	854
OR2B2	1012
OR2B6	742
OR2C1	1218
OR2C3	8267
OR2D2	910
OR2D3	870
OR2F1	889
OR2F2	914
OR2G2	754
OR2G3	730
OR2H1	2419
OR2H2	1370
OR2J2	1072
OR2K2	878
OR2L1P	738
OR2L2	934
OR2M3	861
OR2M4	736
OR2M5	739
OR2S2	847
OR2T1	910
OR2T10	849
OR2T11	872
OR2T12	866
OR2T34	757
OR2T4	805
OR2T7	727
OR2V1	748
OR2W1	828
OR2Y1	858
OR3A1	766
OR3A2	1833
OR3A3	766
OR4A15	790
OR4A16	881
OR4A5	871
OR4B1	730
OR4C11	845
OR4C15	832
OR4C16	733
OR4C46	730
OR4C5	781
OR4C6	858
OR4D1	824
OR4D11	736
OR4D2	1811
OR4D5	895
OR4D6	854
OR4E1	700
OR4E2	742
OR4F16	795
OR4F17	590
OR4F4	863
OR4F5	854
OR4K1	876
OR4K14	733
OR4K15	1016
OR4K5	878
OR4L1	739
OR4P4	739
OR4S2	736
OR4X2	825
OR51A7	848
OR51B2	739
OR51B4	733
OR51E1	2742
OR51E2	1661
OR51F2	864
OR51G1	766
OR51G2	823
OR51J1	751
OR51L1	748
OR51S1	1550
OR52A1	739
OR52B4	924
OR52E1	726
OR52E2	778
OR52I2	915
OR52J3	736
OR52K2	867
OR52M1	754
OR52N1	763
OR52R1	748
OR52W1	914
OR56A1	871
OR56A4	1009
OR56B4	952
OR5A1	851
OR5A2	9244
OR5AC2	730
OR5AK4P	703
OR5AL1	785
OR5AR1	826
OR5AS1	775
OR5B17	746
OR5B21	731
OR5D14	745
OR5D18	791
OR5E1P	727
OR5H1	742
OR5H2	737
OR5H6	845
OR5I1	745
OR5K1	897
OR5L1	910
OR5L2	736
OR5M11	820
OR5M3	851
OR5M8	847
OR5P2	869
OR5P3	736
OR5R1	775
OR5T2	964
OR5V1	848
OR6A2	1173
OR6B1	855
OR6B3	796
OR6K2	775
OR6K6	972
OR6N1	827
OR6N2	754
OR6P1	754
OR6Q1	802
OR6T1	889
OR6W1P	900
OR7A17	927
OR7A5	2198
OR7C1	11090
OR7C2	760
OR7D2	3025
OR7D4	822
OR7E12P	773
OR7E14P	800
OR7E24	1350
OR7E2P	689
OR7E47P	733
OR7E91P	998
OR7G1	736
OR8B12	798
OR8B2	742
OR8B8	833
OR8G1	736
OR8G2P	708
OR8G5	956
OR8H1	838
OR8I2	810
OR8J1	874
OR8J3	748
OR8K3	739
OR8K5	724
OR8U1	730
OR9A2	838
OR9A4	893
OR9I1	745
OR9Q1	2288
OR9Q2	885
ORAI1	1539
ORAI2	2935
ORAI3	1612
ORC1	2920
ORC2	2198
ORC3	1973
ORC4	1092
ORC5	1709
ORC6	1379
ORM1	602
ORM2	564
ORMDL1	1076
ORMDL2	819
ORMDL3	1599
OS9	2402
OSBP	4359
OSBP2	3181
OSBPL10	2485
OSBPL11	4398
OSBPL1A	2135
OSBPL2	1837
OSBPL3	3347
OSBPL5	2936
OSBPL6	3960
OSBPL7	3007
OSBPL8	3251
OSBPL9	2180
OSCAR	1554
OSCP1	1112
OSER1	1740
OSGEP	1590
OSGEPL1	1661
OSGIN1	1481
OSGIN2	2680
OSM	985
OSMR	4611
OSR1	1717
OSR2	1587
OSTC	854
OSTCP1	984
OSTF1	1148
OSTM1	2072
OTC	1322
OTOA	2835
OTOF	4993
OTOL1	1234
OTOP1	1664
OTOP2	1666
OTOR	1062
OTOS	372
OTP	2112
OTUB1	1450
OTUB2	3847
OTUD1	2733
OTUD3	6315
OTUD4	6306
OTUD5	2033
OTUD6A	1523
OTUD6B	2536
OTUD7A	1651
OTUD7B	6431
OTULIN	2820
OTULINL	3860
OTX1	2480
OTX2	1441
OVCA2	831
OVGP1	1996
OVOL1	2788
OVOL2	1227
OVOS2	584
OXA1L	1558
OXCT1	2488
OXCT2	1626
OXCT2P1	1335
OXER1	1581
OXGR1	1005
OXNAD1	1904
OXR1	2776
OXSM	1249
OXSR1	4183
OXT	316
OXTR	4164
P2RX1	2338
P2RX2	1673
P2RX3	1412
P2RX4	1304
P2RX5	1816
P2RX6	373
P2RX7	4482
P2RY1	6109
P2RY10	1426
P2RY11	1259
P2RY12	1356
P2RY13	2565
P2RY14	1657
P2RY2	2203
P2RY4	1395
P2RY6	1530
P3H1	2390
P3H2	3083
P3H3	2074
P3H4	2044
P4HA1	2546
P4HA2	2030
P4HB	2009
P4HTM	1611
PA2G4	1648
PAAF1	1224
PABPC1	2440
PABPC1L	1181
PABPC3	3187
PABPC4	2319
PABPC4L	4785
PABPC5	1486
PABPN1	1366
PACC1	2030
PACRG	1257
PACRGL	1188
PACS1	3781
PACS2	2437
PACSIN1	3618
PACSIN2	2836
PACSIN3	1580
