genes	453W	684C	CR3L	FLWA	FY2H	CYFZ	925L	9JD4	G4YW	4DUY	CZJE	36TS
ABCF2	39.75384	44.5944	28.45529	42.979006	29.521229	27.63315	31.622528	24.578476	28.327829	24.7029	28.29665	23.796665
CHPF2	28.943781	25.16291	15.617705	21.255268	19.92116	21.371928	20.13579	17.82278190461	19.63671	21.559959	24.561502	22.88461
SMARCD3	10.204669	9.133354	10.117968	7.546786	7.566732	6.267614	8.907699	16.696661	17.96673	16.254247	6.44884	17.035487
NUB1	58.404606	66.691266	79.930351	63.527578	96.343358	70.856595	66.560802	56.44916	46.4393220024275	56.43721	77.002955	56.960211
WDR86	0.549235	0.474188	0	1.3448736	0	0.748462	1.307489	1.165048	1.355391	0.703406	0.3670545	3.559072
WDR86-AS1	9.73497	5.36879	8.581143	15.39181	2.19105	8.944431	5.135119	9.289215	8.369184	12.54457	11.48131	15.522061
RHEB	75.326135	88.5238	54.630733	65.36497	70.43342	62.051226	56.201917	39.52453	66.92821	48.42518	77.17625	59.164392
PRKAG2	48.365182	42.29483	51.690843	23.580857	41.21678	26.714401	39.784167	34.041598	33.087095	31.362362	35.616492	36.856199
RP13-452N2.1	0.726886	7.44873	5.04982	1.801373	1.3149	3.91455	3.61327	2.0288	2.716591	1.706426	1.03561	0.930897
PRKAG2-AS1	4.15782	7.52773	8.3672898	6.1115	4.27054	8.38789	2.57795	6.77086	4.81716	2.37859	9.849392	6.8936
GALNT11	46.277326	31.823151	33.957286	30.511716	24.236462	29.0237853	29.222887	26.081046	30.7891	28.732919	21.832868	25.050265
KMT2C	22.658406	17.55245	37.80615	23.63903	19.462283	21.65701	23.86052	21.408789	31.623684	29.509788	22.71585	31.628388
LINC01003	1.98032	2.37105	2.05816	3.45675	2.3261	1.70264	2.28014	2.26507	2.32724	3.15485	3.50104	3.99651
XRCC2	0.971068	2.2327	2.118188	1.07341	1.003785	1.934254	2.18623	1.204554	1.309422	1.06667	1.337112	1.233542
ACTR3B	3.284914	4.6211155	8.454899	8.18093544	1.468055	9.257719	13.118206	11.64433	9.93898	3.435408	1.710444	4.766105
PAXIP1-AS2	12.92607	12.72582	10.84637	10.572748	7.1809465	14.5038	17.6183	12.24797	17.9746	13.60832	9.8058068	16.15713
PAXIP1	4.908775	3.466769	2.56802	2.674497	3.562597	4.481989	4.446705	5.461603	2.510579	3.4552411	4.427157	2.721759
RP11-5C23.1	6.97497	8.03188	3.83641	4.53939	5.56668	3.31497	2.07694	7.52852	4.74847	1.65486	3.18548	3.94931
PAXIP1-AS1	10.7294	18.4421	8.05973	10.1996	8.94182	9.98867	9.51818	10.0136	9.83497	6.43838	8.69066	8.26646
AC099552.2	3.38321	1.88605	0	2.21636	1.12629	5.08363	0.776739	1.364	1.04888	5.8123	0	2.86489
INSIG1	84.2558727	64.069744	112.035448	74.75071	87.35081	99.24024	45.709419	44.753904	50.721103	78.74467	108.291007	86.79221
AC009403.2	8.51635	19.28511	14.87132	7.35229	12.83592	9.85464	20.506637	13.00026	15.0905953	9.258126	15.26133	9.38896
RBM33	19.289737	16.659031	18.53685	21.499388	15.609194	17.5059641	19.857113093014	21.4431258	21.237694	18.310011	22.574113	22.411909
LINC01006	5.2507174	7.307862	2.517171	2.540419	3.972039	7.292595	5.576276	7.132845	3.56059	2.45316	2.46553	1.84157
RNF32	1.787345	0.128447	1.302047	3.6470802	0.146697	4.569819	1.755173	1.884707	1.908561	0.658406	3.790575	1.637558
LMBR1	23.0119311	20.416091	37.856789	18.0169778	21.096305	14.405668	30.3354177	30.64549	28.691714	15.947142	15.0798909	17.257861
NOM1	5.879829	4.340966	8.272257	6.704417	5.613623	6.718464	8.038665	9.978944	5.835561	7.41344	3.289751	2.967722
UBE3C	23.58541	13.580176	9.490751	18.09047	11.12596	17.989191	21.519331	17.446944	18.915723	12.629236	14.303824	17.360809
DNAJB6	169.423506	136.335861	140.459081	190.96678	159.41164	141.675431	95.510961	112.760331	110.448301	102.450392	190.277391	134.2807
PTPRN2	2.569813637	5.240935371	1.962903872	2.783144955	2.36342497798	1.756682749	2.333447236	5.11921792	3.02234354	3.4455479589	2.413321583	1.709588743
AC011899.9	1.922403	7.43598	10.98207	5.851436	10.27643	7.51959	7.52266	4.114154	8.3629006	8.446827	10.189434	7.762048
NCAPG2	4.14797328978417	10.196518	5.712914751625	7.5633766672	5.206116	3.617481463	6.330609807	2.87986001	5.09205	8.31299380161	6.39137058108	2.0174450295
ESYT2	25.246869	19.177926	19.87511	26.159541	15.108987	15.675496	20.299893	24.494692	22.764129	22.414703	18.256919	12.87257
WDR60	5.717397	3.28001574	9.3065104	6.1031892	7.869749	4.2717699	9.86908	5.478076	11.83808	5.379057	3.87104	5.761924
VIPR2	0.9647471	0.6004594	0.772905	1.60759	0.256628	0.463945	2.812622	1.252064	1.5100052	0.418897	1.029556	0.0539388
ZNF596	1.225323	3.232383094684	4.78648	3.919986	3.4838590837647	2.893478	3.723213	2.4613165	2.6235436	5.4427237	4.498009	2.88637625
FBXO25	13.868175	17.475809	27.1961	31.1103193	20.169594	17.21946	16.579962	10.752215	10.684856	18.842256	24.90192	14.919059
ERICH1	61.316465	69.046432	50.407214	64.147077	59.148577	46.044799	44.738114	53.859243	59.917094	45.76402	47.525058	60.023737
CLN8	24.380481	18.389597	18.44011378	15.291655244	15.548482	13.3748726	17.067654	16.235987	12.8142566	11.422137	19.30808944	15.5187440125518
CTD-2336O2.1	5.38014	13.418244	19.87081	18.14351	3.84294	5.880191	13.505683	15.59764	5.7297611	11.662788	6.16365	9.1363
KBTBD11-OT1	3.45288e-06	0.18493154211	4.84776e-07	0	0.000724965	0.132766	0	0	0	0	0.278796	0.01092110721593
ARHGEF10	2.704165	2.6256684	19.169295303671	1.877424	8.707235	1.743829	0.958906	1.8090426	1.0409411	2.0014896	1.347677	2.262903
KBTBD11	0.335221	1.80446	1.02714	2.48555	1.4664	0.862183	0.290948	1.68369	1.5426	1.01659	0.948338	0.691164
MYOM2	4.258296	205.753997	204.58644	50.960344	10.2590135	432.343247	214.50382	229.152808	610.316481	211.795897	8.1488456	1.225814
CSMD1	0.0146006	2.5595838	0.7138375	0.7289456	0.284637	0.3202261	2.025321	0.5379698	0.265258	0.0858371	0.021263	0.167244
RP11-115C21.2	4.18203	3.636604	3.4916	0.930077	1.358509	7.5523	6.33505	4.319801	5.95847	5.672679	4.248863	6.66989
MCPH1	23.51311	12.094359	15.918139	18.13508697	15.82055567	27.539244	21.092084	17.44635	15.34663	19.597189	26.12322	14.165733
ANGPT2	1.021174	1.191358379	1.768572	0.781285	1.0442498	0.979046	1.796982	0.738789	0.8917529	0.509537	0.8160965	0.4152441
MCPH1-AS1	2.749426	3.3180684	6.691454	9.494296	3.8391876	4.667782	3.478586	8.069577	3.405591	5.485048	5.197845	6.283206
AGPAT5	13.55954	21.505569	23.619073	14.76499	12.32251	11.394188	20.025723	16.844431	12.26514	13.425893	13.84210211366	10.951517115843
DEFA1B	149.997	3.6399	10.9706	268.578	108.175	49.3027	234.76	43.9065	6.01221	47.8868	95.7775	372.95
DEFA3	37.815	2.21621	2.82682	287.335	153.172	69.239	135.688	28.5528	11.3856	48.0795	43.8927	186.127
ENPP7P1	1.23741	0.616295	3.02917	0.554861	0.483864	0	0.363721	1.10775	0.653048	0.262357	0.587917	0
FAM86B3P	8.231114	4.066815	4.496583	2.520352	1.657829	0.578939	4.91778	5.761007	1.552317	3.565032	3.472808	3.9562726
ALG1L13P	5.177431	4.614149	14.044459	3.3077	0.268777	1.998557	2.565156	2.586189	2.281618	4.83562	4.507719	3.599818
PRAG1	0.650237	0.333954	0.105959	0.604890622	0.503595	0.429169	1.05869	1.452209	0.88690913	0.4732569	0.584258	0.244509
CTA-398F10.1	22.3007	10.2653	26.7012	21.2861	17.8002	20.7763	31.8243	15.9766	11.6056	12.6641	12.8733	9.57088
CTA-398F10.2	16.137	20.3614	23.7063	10.5703	14.9158	15.8109	23.9183	11.3322	8.04587	21.4449	10.9181	9.12947
CLDN23	3.5373	0.312648	0.421981	0.220646	1.75128	0.836198	0.462665	1.62958	3.89326	1.53081	0.546597	0.299177
MFHAS1	3.560734	3.152244	1.35957	4.82101	2.12862	2.057834	1.68404	3.695558	3.679575	1.614383	2.725492	1.74353
ERI1	15.078648	17.018661	10.217435	17.965576	17.28569	14.383411	14.378305	13.59914	7.192566	18.258744	12.984148	11.566928
PPP1R3B	3.2658248	4.84498	7.64698	4.14855	4.29904	2.884397	5.37551	3.27125	3.869809	7.53219	7.29626	2.724612
TNKS	24.623277	21.698124	32.9260484	19.0477801	18.036478	18.765988	24.835521	11.083412	13.13336	19.038693	17.894316	25.875484
MSRA	16.976422	13.937179	15.411408	15.805251	15.112962	9.787543	15.780028	11.104319	11.414239	10.834844	12.094681	13.021654
SOX7	0.586969	0.661946	0.59434	0.128446	0.266793	0.645067	0.387193	0.527457	0.104449	0.417909	0.29985	0.362556
PINX1	11.35560861	17.306156	11.586814	12.135288	6.557212	11.688456	12.593416	10.95728	11.493968	10.35984	15.1730903	10.77079
XKR6	2.262636	6.584301	2.886817	2.6165902	1.91255	5.0713870713002	5.870748	2.399379	3.9772678	1.99558	4.334855	1.3469854
AF131215.9	4.41432	3.19381	0.69685	2.5458	1.27878	1.73964	0.915863	2.92457	1.81875	1.17379	0.949968	0.83929
AF131215.2	2.79368	0.658759	0.889323	2.30259	1.37527	1.79192	2.83422	2.07966	2.42179	1.28687	0.398509	1.11513
AF131215.4	0	0.0585128	0.158029	0.346701	0	0.48682	4.54465	0.533542	0.0548174	0.222971	0.459922	0.279872
MTMR9	12.45534	8.29373	7.8527	8.49495	6.972518	9.58432	10.34174	11.061266	8.64323	9.110091	7.89725	8.61877
AF131216.6	0.682095	0.907676	1.19115	0.334535	0.357673	1.84285	1.59278	1.06843	1.15932	0.739552	1.28671	2.11123
FAM167A	0	0	1.793	0.6928	0.617452	0.369453	0.545098	0.689385	1.177464	2.413375	1.37347	0.596722
BLK	20.268193	23.14988	23.837276	33.638797	5.45631	18.78342	27.548709	16.357783	23.550804	13.496418	16.645901	16.89313
RP11-148O21.4	2.46398	6.5845	3.73038	4.30607	1.91636	3.98683	3.67796	6.96547	3.73094	2.1094	3.54922	2.6506
RP11-148O21.2	2.13113	2.60833	0.322133	0.931217	2.13242	2.70829	4.4045	5.81119	2.8702	1.21381	6.35151	2.03359
NEIL2	14.074763	15.97787	9.543884	12.350792	11.566539	18.21126	5.31676	9.58973	11.55044	8.196873	8.923966	5.446914
FDFT1	145.121728026103	171.044571	132.23239	134.71180301629	148.010677	138.96223059029	123.261393	125.933539003337	129.398122311	167.900239	121.791426	94.3072410056082
CTSB	724.3400483	757.790082	612.204834	777.905137	973.506462	610.858372	478.81087	450.192434	536.836202	582.429992	654.405962	585.252975
RP11-589N15.2	24.8042	6.62174	18.1261	12.8854	18.4933	17.7814	12.1078	8.26172	10.906	22.0451	14.6551	8.65378
FAM86B1	1.228414	1.7907	2.9295600542296	1.9070469	1.174402	3.601026	6.296968	6.279041	4.4594232	1.8853234	2.6267737	1.073372
AC145124.2	1.07811	1.1818	2.53901	2.23898	1.76845	2.75413	0.871852	3.90791	1.57704	1.8493	3.72091	0.585699
RP11-351I21.11	1.35931	0.755572	2.09212	3.23211	1.14466	1.53426	2.60647	2.55464	1.64401	1.5166	2.23485	1.4368
RP11-419I17.1	2.54692	2.590047	3.408105	2.549351	2.749243	4.699598	4.895218	4.052313	4.402021	3.05118	2.8659	1.637802
RPS3AP34	3.26473	2.51891	3.39583	3.8916	0	2.22217	1.99551	2.94973	2.57852	1.21457	1.38714	1.04419
LONRF1	17.273753	10.111554	8.743332	11.997607	8.338004	6.797921	7.421805	4.399828	7.839948	5.608369	11.062533	4.289724727904
KIAA1456	0.753366	0.766809	1.0552924	0.7725599	0.7618318	0.666084	1.1467692	0.5180154	0.6166348	0.5835206	0.7707997	0.535171
DLC1	0.6272809	2.61376	1.582278	1.8115333	2.519047	0.711876	1.92563836	0.5574674	1.372572544	2.075675	1.9550554	1.571981
MSR1	3.286874	8.23163	9.393127	9.235799010138	5.075038	23.967891	9.442178	3.5890927	4.414651	9.11299	7.00941	4.504684
MICU3	1.541464	3.037126	5.062642	2.0701442	0.254807	0.359258	3.633096	2.6618568	0.107973	4.125224	1.776102	0.748681
RP11-468H14.2	0.0421078	0	0.0566822	0.0830023	0	0	0.130528	0.19156	0.0393698	0.746324	0	0
ZDHHC2	7.71771	7.90472	6.53483	9.32374	7.75735	7.495132	11.11931	14.26398	6.499826	7.60901	8.377938	5.440907
CNOT7	222.53197	216.47526	252.535805	181.0628	190.844206	185.047974	143.317653	155.38101	152.026561	184.24928	224.895931	173.38764
VPS37A	49.708281	33.732889	31.567613	37.82437	39.34566342695	31.742631	45.589516	33.070307	41.356316	51.139762	34.174752	40.608273
MTMR7	2.065848	2.951735	4.453489	3.85571	0.647305	2.036687	0.7580043093	2.325304	0.2841902	1.190528	1.908342	2.176664
MTUS1	0.274628	3.6445173	0.898348	1.3815290159614	2.198728	1.675476	4.682271	3.754347	2.572556	2.626911	3.705497	6.80682104
PCM1	78.550882	72.8036880004294	102.5273866	45.153365	52.326503	68.729457967556	69.086548	66.372948	51.699994	83.663035232	76.6775604	53.6960354
ASAH1	571.1895435187	507.522387313	563.172518148897	520.236441054444	646.4104197851	494.87452976992	317.367257548583	295.471068939586	362.047425000577	456.191081708056	581.08834970304	538.177949722721
NAT1	4.747865	7.271755	10.655484	10.90215	11.701681	21.841914	10.7380490048506	16.041184	15.8300400050985	15.549501	6.562127	11.08261
PSD3	0.611172	1.0413908	0	1.86319752	2.2232360103384	2.1932973	5.2227280166635	0.954624151878	1.80358730025534	1.4197972	1.359714	1.5154977
CSGALNACT1	26.923496	34.37205	20.47456	27.703109	21.414477	22.362231	29.421381	19.51143073027	23.494833	21.5221630058584	19.723295	21.08482
INTS10	104.656408	81.396674	63.684519645	75.450214	77.80374	75.512584858	80.841269	63.110447	103.934014	83.936674	61.1410274	68.078825
LPL	2.08997	0	0.549161	1.01835	0	0.813642	0.099287	0	3.15997	2.34254	0.4589860114289	0.7464528
ATP6V1B2	275.444448	254.07588	201.803183	219.040089	301.643455	211.35987	188.611804	162.355575	185.495701	245.205317	172.397635	192.80073
LZTS1	1.3725534	0.569821	0.410509	0.522916	0.364258	0.546229	0.228948	0.0470286	0.323924	0.149787	0.411134	0.224998
GFRA2	1.3750133	1.6303002	0.5303383	2.907617	1.857756	1.522621	0.505818	0.3048195	1.798722	1.820384	2.176773	1.913039
DOK2	255.962995	247.379672	164.22707	313.2371	290.31615	205.10724	186.31212	206.253331	239.41762	191.35324	212.617471	171.831
XPO7	17.6453883	17.966534	24.169866	11.527113	14.561852	15.348544	26.446461	30.209195	17.142840972813	23.78137	16.92437	11.76375
DMTN	50.46606095	14.5377135871	25.802196012	43.56371334537	68.7773259	51.66989	39.772149293061	52.602632	12.754955	38.929686	25.427689	41.7259513818
FAM160B2	17.53914	19.6133318	25.068437	21.6973049	11.279854	25.486675	30.791481	20.50284231	29.246306	29.996599	15.9545977	23.379474
NUDT18	1.643601	2.118752	3.37608	4.74564	2.709593	2.299082	2.2645	6.69162	6.79016	6.65004	1.4917777	3.07693
REEP4	83.36527	74.23589	68.930096	72.03434	82.27131	56.881301	60.13302	61.87866	60.97245	55.952587	50.113858	59.44747
BMP1	3.588834	2.27817	2.08245704	3.3686048	4.302721	0.3699625	1.420087151841	3.310843	1.1908256	1.7547977	2.6832918	4.03916
POLR3D	12.100916	12.77003	7.97288	12.898323	6.33703	8.78992	10.529845	12.5223620020821	11.357071	8.255502	5.888186	9.089225
PIWIL2	0.796724	0.590682	0.871208	0.184966	0.193373	0.5526963	1.0341392	0.3095615	0.6181614	1.156237987	0.463777	0.1845292
SLC39A14	5.237034	5.37363	3.807947	5.4034910002969	7.119618	3.717347	3.994626	4.989191	1.3999	4.119107	4.1776951618	6.015874
PPP3CC	72.019897	42.8828984	86.716656	50.84272	50.1119	32.02858	67.860635	67.694971	63.23745	46.39909	27.305212	33.795323
RP11-582J16.4	6.81482	3.3345	5.49882	3.60224	3.57367	4.31001	3.54452	5.9695	2.87319	2.28868	4.25788	2.38429
SORBS3	20.27873099	27.438622	19.89047796	23.467063	19.49924477724	15.8949528	17.958178	25.796104	24.751812	23.679966	25.7328770473639	20.7007669
PDLIM2	94.508339	76.55573354122	58.787359	87.69182766	83.1417731	60.181314	82.460949	75.249625	106.606849521514	81.819248	51.4485387	65.0777114
C8orf58	1.66068	2.02441959	3.18287	5.731893	1.990409	1.5735272	2.55265142	2.0826840627807	2.18855467	3.1729501	2.408757	5.262163
CCAR2	82.91034	99.1454731115	73.7940778566	58.730762	73.465625	86.11463	72.47558	58.449996	54.5392	75.357022	65.53026	54.09641
RP11-582J16.5	4.79911	5.64362	4.73423	1.39728	3.9339	3.8455	3.88419	2.8342	3.12659	3.237	2.88474	5.2779
BIN3	79.01922	88.9911200016545	76.1226	60.116545	67.24293	51.15941	55.702343	55.804141384	56.58595	53.986065	60.60912	52.99907
CTD-3247F14.2	0.455626	0.145353	0.636979	0.035937	0.457104	0.926207	0	0	0	0	0.556842	0.5045
EGR3	3.6834682	0.864849	1.70675	1.5311058	2.837759	1.309311	0.0437222	0.616026	0	0	4.76456	5.821401
RP11-87E22.2	0.560329	0.489155	0.389535	0.32937	0.622121	0.717061	0.357867	0.265973	0.172974	0.0603267	0.299806	0.36878
RP11-875O11.1	12.05779	6.73759	14.89849	11.73217	11.27502	7.92524	11.31247	10.40945	6.90668	4.92008	12.78349	9.18078
RHOBTB2	7.2867233	4.91288677	4.8094995	5.75798	8.558813	6.988016	6.007433	5.4712766	5.762301	7.060016	4.607218	5.252969
TNFRSF10B	82.010051	71.21088	88.776744	57.53672	66.42228	56.371726	60.67518	46.9778	51.77851	58.142125	75.7636	68.79831
RP11-875O11.3	1.34583	0	2.96205	2.97572	1.68084	0	0	1.876416	5.23683	2.725526	0	0
TNFRSF10C	57.1978348	34.915033	44.19698	41.098245	31.29466	18.75069	21.011495	7.0326138	16.219349	72.34423	32.9048	19.84765
TNFRSF10D	13.9955	8.51425	10.806	5.92759	5.42607	6.20988	7.32547	2.95709	6.45807	5.41226	7.26379	3.60308
TNFRSF10A	16.22024	14.46852	22.13694	18.089976	19.61726	8.903549	15.1624893	20.87185	14.06957	15.1833	13.11626	12.449082
RP11-1149O23.3	19.25497	26.1611	11.75853	14.54465	6.49437	18.83487	19.19586	18.76012	11.02576	19.31861	19.81565	13.05389
CHMP7	107.650471	157.77655	123.84469	80.4609490022239	90.22026	101.342081	132.947673384	136.841122	100.480182	141.5536	89.833832	54.159914
R3HCC1	47.854698	45.336764	39.677286	53.440669	42.283854	51.64406	37.23009824	47.212255	33.7327920015149	47.215714	41.87189	31.16515
LOXL2	4.362094	13.029805	13.219887	6.338656	10.934677	15.906729	7.901984	9.360208	11.244547	8.330517	13.166919	7.143944
ENTPD4	61.556795369	54.243638	45.26798	37.520383	72.32728	53.176695	79.684185	58.344542	55.797762	60.372998	55.768725	49.39637
SLC25A37	148.16126	71.449537441	192.12979	107.061529	244.93842	267.603407	162.810606	227.41994	94.016371	269.99053	126.23795	139.73993
NKX3-1	1.67065	0.630144	2.6659	2.41876	0.773556	0.503656	1.30493	0.339556	0.373926	0.180633	2.1433	0.627118
ADAM28	33.576716	80.95695	60.078923	73.66158	35.22093	39.623204	79.90878	44.433607	37.741814	45.90739	71.902528	37.74201471
RP11-624C23.1	3.06573	5.33739	5.64818	3.37439	3.173107	15.010638	16.17079	5.53983	2.367513	2.280432	6.62912	2.727385
ADAMDEC1	0.0819913	1.523308	0.165544	1.263953	0.429763	2.902494	1.144708	0.783775	0.805364	0.259965	0.822302	1.68265
NEFM	0.56904	0	0	0	0	0.078711	0.8916482227	0.667302	0.610985	0.3138088	0.9007556	0
NEFL	2.569147	1.0771508	0.314163	0.61712	1.3551388	0.666245	0.995484	0.903163	0.627921	1.51409	3.18423	1.672045
DOCK5	23.756316	20.1795241	25.2966963	21.503077	32.8433334	23.9153688	25.151045	14.887933	21.2862879	23.3000452	17.499159	17.6319505
GNRH1	0.355134	0.226404	1.942481	0.89439	0.28441	2.00142	1.93439	3.5097	0.991098	2.39037	0.642706	0.920515
RP11-395I14.2	5.28284	5.53391	6.00909	2.91931	2.52476	9.33304	11.0747	9.20891	5.43708	6.33648	3.41762	5.86214
KCTD9	7.439798	9.915255	5.446388	14.796306	10.226766	11.005499	7.28159	6.969284	11.656381	6.91751	7.834196	8.385006
CDCA2	0.239095	1.251107	0.677414	0.12838	0.558075	0.89846	0.411755	0	0.467752	1.56662534	0.278033	0.3584934
PPP2R2A	30.565781	25.147127	17.8102	39.396998	23.051613	24.029129	17.4982066013297	25.07709	25.086224	24.232286	24.261741	28.416225
SDAD1P1	1.18535	0.0590329	1.12099	1.7827	0.9633053	0	0.0305312	0.511269	0.22137	0.783685	0.386651	0.136517
BNIP3L	242.0164	168.68772	204.52729	188.69558199137	300.9469	283.907641	206.24982	230.9068080748	198.08692	252.3671922809	238.08355	261.44594
DPYSL2	105.12063	84.721895	67.887036	107.588246	147.357205	76.193622	70.173536	66.437583	83.670167	80.7407087	85.382215	93.3934
TRIM35	9.695586	12.0203	9.22558	9.03771	9.82847	13.78218	15.780964	12.435194	14.795638	19.90636	9.10111	7.216
PTK2B	149.111264312	123.223508	167.61587	120.701382	133.770546629	152.62242	215.420116	142.085203	136.143633	171.989889	118.954973524	132.467628
EPHX2	38.036062	42.272484	50.350948	25.5811950235273	25.07097	32.7733858	23.3335783755443	37.355225402598	28.188653	43.21829203	22.4070358	17.493158
CLU	255.736299	266.312489015032	411.9279673	540.002947	691.51907	323.989161	422.36188	391.310756	172.36825	301.588696	349.874800011582	448.756255
CCDC25	49.46859	45.3583	28.395487	34.0672	43.20356	28.4608400655187	32.90119	26.689086	18.872117	30.068515	20.7862960053269	32.99218
ESCO2	0.6688312	0.5703735	0.4703442	1.7722203	3.3742266	1.903812	2.562915	1.399309	1.417067	2.6904242	0.4803645	0.5367850129539
PBK	0.705457	1.61961433	0.398086	0.317233	0.34275	0.2128865	0.878835	1.54803	0.171967	2.38748	0	1.029153
SCARA5	0.578132	0.809942	0.2726786	0	0.4832462	0	0	2.600901	0.750843	0	0.239676	1.165007
NUGGC	0.980412	1.99034	1.20762	3.74596	1.41167	1.75605	2.616292	1.76012	1.81884	1.02464	1.26214	1.07734
ELP3	28.696259935029	45.213638	29.7582030116985	35.695588139569	29.08047	39.3052801	39.0417271456	43.283027	34.2452831438	40.3482805261233	35.4500337490238	26.6745280172049
RP11-380I10.4	0	0.302255	1.32069	0	0	0.619258	0.278157	0.607573	0.534908	0.348899	0.480779	0
PNOC	4.551745	12.04006	18.35116	5.16223	3.866179	11.24691	13.07366	8.566426	10.345698	4.125885	11.662803	5.181055
ZNF395	15.267389	12.371133	18.399109	25.71834	6.653814	5.817803	8.7174484	11.465066	15.740085	7.323158	8.31535	9.0860732
FBXO16	0.724482	2.08687	0.674446	0.933194	0.500781	2.96263989	1.01565	3.106021	0.951249	0.59232	0.422762	0.148788
FZD3	2.953579	2.424357	5.359128	8.10575658789	1.96983200071086	5.0056974863	2.7566380022818	2.2418618	2.663586	2.8437146	6.525344	1.17415400093271
EXTL3	18.418535	12.291911	17.435664	16.009564	15.980442	12.658899	15.307193	13.917934	13.76029	14.102303	9.03135	11.714572
EXTL3-AS1	1.431669	0.505737	0.75259	0.449559	0.439635	0.85097	2.242299	0.219637	1.165813	0.245497	2.51871	0.3460413
INTS9	38.8709480105259	29.625127	21.9675399	27.5901390442772	33.922441	29.9445720008581	32.5486485864	27.992476046	29.895373	38.502631	25.810238	25.381021
HMBOX1	77.532479	47.308849	64.077023	44.821272	45.12595	63.286334	82.332593	77.15908	61.879147	56.059782	55.28155	41.476271
CTD-2647L4.4	25.3762	16.8609	42.2075	21.5317	19.5023	12.2247	23.4613	12.1378	17.6751	22.2877	39.4803	28.2881
KIF13B	5.289034	5.127602	7.599733	3.26725	5.997093	8.9763942	6.077293	4.179059	6.5202857703	4.8393371	4.722675	5.797127
DUSP4	1.782194	0.829104	2.59294	0.646531	0.4788256	1.564431	0.5719093	0.509553	0.2975891	0.0805245	2.350061	3.925704
LINC02099	0.447	0.56362	0.639608	0.612997	0.300857	0.627777	0.998515	0.479279	0.626094	0.133987	0.373276	0.554891
SARAF	1105.3721	925.727539	1266.6985	880.179345	735.39188	888.97115	782.81923	968.46185	867.06807	1035.18744	1263.71229	1154.82234
RP11-489E7.4	13.7142	17.5464	19.5475	5.84454	8.39814	8.83469	4.98384	8.25362	6.81008	3.44469	8.01886	21.2594
LEPROTL1	128.53184	136.037222	156.24804	151.213844	123.506	144.053987	109.17229	156.290734	126.799307	146.265893	190.77973	114.64604
MBOAT4	3.06334	3.86289	4.44118	2.54129	3.58624	3.30143	2.23804	2.70884	2.46722	1.20169	1.88667	2.36781
RP11-51J9.5	10.0735	10.962	18.2962	15.5418	3.8262	9.92152	8.24629	9.94019	4.45148	7.33179	5.35785	11.3894
DCTN6	42.0572	36.441402	35.41123	29.73914	31.32779	37.98479	32.3204163808	21.48531	29.833412	22.166325	41.62283	37.9794090040821
RBPMS	2.475383	2.5310930082294	0.586819	5.624601106558	1.3963729	1.9995674	1.950053257099	2.305058	2.684718	0.575529	0.388934	1.339703259643
GTF2E2	18.43299	18.99161	14.83622	12.333151	10.34111	16.175	16.0795796	14.357370538814	19.0988	25.61319	13.52271	12.97439
SMIM18	12.0641	2.82172	5.30267	2.02149	0.642813	7.5985	2.785	0.583735	3.550071	0	9.18355	3.67492
GSR	31.77555	13.252552	26.4079	21.1288	17.613269	23.304209	29.397235	32.1385	26.3354	24.7976	12.1846	21.432451
UBXN8	13.260432	11.081407	6.207581	6.689867	8.63376	14.787028	16.43237	15.48341	13.139952	13.949	13.47148	8.725284
PPP2CB	14.236349	9.246808	4.894621	17.146529	9.70061	11.3671000231759	12.500172	12.52235	9.578824	9.30814	10.577251	12.852895
WRN	1.487522	2.890946	4.705348	2.167725	2.65774	3.554295	3.5157695	4.61136	3.046151	4.90337	4.93558	2.863092
NRG1	9.304095	14.464392	20.117926	20.902935	5.616821	20.308264	37.326387	17.599609	39.337267	19.163242	14.7506393	11.678665
RP11-11N9.4	4.49054	4.21383	6.19002	2.46991	3.629165	3.54153	4.78957	4.70159	6.76401	7.04481	6.27292	5.8727
FUT10	7.8933721718	2.06750051454	1.4488	6.638538	5.1472863	9.579515	8.62905400108606	14.188268	1.4801809	5.046758	4.4689684	8.0709107
TTI2	12.122538	23.370798844	7.24487	15.995013	20.87418830419	19.3284076	14.360803	20.580328	20.429842	15.639765	7.276203	8.078767
MAK16	13.365	16.030401	12.378226	16.607824	10.22064	13.506374	10.003658	11.981184	11.4798	12.691404	10.39468	8.15665
RNF122	0.264965	1.11027	1.0707	1.61886	1.27534	2.91429	0.657093	0.337505	1.28805	1.54419	1.24716	1.56806
RP11-317N12.1	2.93692	4.13172	5.42363	6.2036	5.87225	5.16441	3.922569	3.611453	5.74729	5.55517	7.097911	3.244775
LSM12P1	0	0	0	0	0	3.82731	1.93819	0	0	0	0	0
ZNF703	2.19999	1.19404	1.64805	1.15299	2.31857	1.64651	0.345292	0.456086	1.1198	1.54977	2.1384	1.78098
RP11-863K10.7	0.473333	1.49124	0.609628	1.3778	1.56261	0.809594	0.415875	0.563373	0.139753	0.372892	0.0866043	0.786362
ERLIN2	5.643993	14.451198003412	9.309766	7.248109	13.448572	5.682797	14.29602	10.071293	8.436548	9.611622	9.850844	9.137221
PROSC	75.667661	61.804436	52.055212	67.310914	72.686289	65.32104	51.404662	55.71297	60.665759	49.673973	59.93921	45.56128
