Gene	ERR2228756.fastq.gz	ERR2228757.fastq.gz	ERR2228758.fastq.gz	ERR2228759.fastq.gz	ERR2228760.fastq.gz	ERR2228761.fastq.gz	ERR2228762.fastq.gz	ERR2228763.fastq.gz	ERR2228764.fastq.gz	ERR2228765.fastq.gz	ERR2228766.fastq.gz	ERR2228767.fastq.gz
LINC01547	1.55	1.07	0.94	10.45	4.44	4.62	0.38	5	6.28	5.36	0	0.44
LINC01554	0	0	0	0	0	0	0	0	0	0	0	1.22
LINC01558	0	0	0	0	0	0	0	0	0	0	0	0
LINC01560	0	0	0	0	0	0	0	0	0	0	0	0
LINC01565	0	0	0	0	0	0	0	0	0	0.11	0	0
LINC01587	0	0	0	0	0	0	0	0	0	0	0	0
LINC01590	0	0	0	0	0	0	0	0	0	0	0	0
LINC01599	0	0	0.63	1.25	1.7	1.57	0	0	0	7.46	2.97	4.82
LINC01600	0	0	0	0	0	0	0	0	0	0	0	0
LINC01618	0	0	0	0	0	0	0	0	0	0	0	0
LINC01620	0	0	0	0	0	0	0	0	0	0	0	0
LINC01621	0	0	0	0	0	0	0	0	0	0	0	0
LINC01711	0	0	0	0	0	0	0	0	0	0	0	0
LINC01749	0	0	0	0	0	0	0	0	0	0	0	0
LINC01854	0	0	0	0	0	0	0	0	0	0	0	0
LINC01907	0	0	0	0	0	0.17	0	0	0	0	0.49	0
LINC01931	0	0	0	0	0	0	0	0	0	0	0	0
LINC01949	0	0	0	0	0	0	0	0	0	0	0	0
LINC01963	0	0	0	0	0	0	0	0	0	0	0	0
LINC02003	0	0	0	0	0	0	0	0	0	0	0	0
LINC02011	0	0	0	0	0	0	0	0	0	0	0	0
LINC02085	0	0	0	0	0	0	0	0	0	0	0	0
LINC02135	0	0	0	0	0	0	0	0	0	0	0	0
LINC02210	0	0	0	0	0	0	0	0	0	0	0	0
LINC02249	0	0	0	0	0	0	0	0	0	0	0	0
LINC02603	7.24	0.8	4.28	5.57	10.23	4.2	3.6	0	8.5	8.15	2.21	14.44
LINC02610	0	0	0	0	0	0	0	0	0	0	0	0
LINC02685	0	0	0	0	0	0	0	0	0	0	0	0
LINC02691	0	0	0	0	0	0	0	0	0	0	0	0
LINC02870	0	0	0	0	0.32	0	0	0	0	0	0	0
LINC02877	0	0	0	0	0	0	0	0	0	0	0	0
LINC02903	0	0	0	0	0	0	0	0	0	0	0	0
LINC02907	0	0	0	0	0	0	0	0	0	0	0	0
LINC02909	0	0	0	0	0	0	0	0	0	0	0	0
LINGO1	0	0	0	0	0	0	0	0	0	0	0	0
LINGO2	1.7	0	0	0	0	0	0	0	0	0	0	0
LINS1	20.25	18.18	13.2	17.37	27.54	34.32	28.76	19.1	37.42	38.65	45.83	42.31
LIPA	0	0	0.39	0.43	0.29	3.85	0	0	0	0.62	0	0
LIPC	0	0	0	0	0	0	0	0	0	0	0	0
LIPE	0	2.16	0	2.69	0	1.22	0	0	0	0	0	0
LIPF	0	0	0	0	0	0	0	0	0	0	0	0
LIPG	0	0	0	0	0	0	0	0	0	0	0	0
LIPH	0	0	0	0	0	0	0	0.12	0	0	0	0
LIPI	0	0	0	0	0	0	0	0	0	0	0	0
LIPJ	0	0.53	0	9.01	0	0	0	0	0	0	0	0
LIPT1	0	0	0	0	0	4.97	0	0	0	0	0.42	0
LITAF	5.2	2.14	1.19	8.32	2.43	1.73	14.21	4.7	7.71	9.5	10.22	6.9
LIX1	0	0	0	0	0	0	0	0	0	0	0	0
LIX1L	0	0	0	0	0.07	0.17	0	0	0	0	0	0
LKAAEAR1	0	0	0	2.03	0	0	0	0	0	0	0	0
LLCFC1	0	0	0	0	0	0	0	0	0	0	0	0
LLGL1	0.12	0.13	0.51	0.25	0.61	0.48	0	0	2.36	0.87	0.32	0.81
LLGL2	0	0	0	0	0	0	0	0	0	0	0	0
LLPH	0	0	0.09	0	0	0	0	0	0	0	0	0
LMAN1	0	0	0	0	0	0	0	1.3	0	0	0	0
LMAN1L	0	0	0	0	0	0	0	0	0	0	0	0
LMAN2	0.16	0	0	0.23	0.55	0.14	15.9	0	0	0	1.52	0.43
LMAN2L	0	0	0	0	0	0	0	0	0	0	0	0
LMBR1	0	0	0	0	0	0	0	0	1.68	1.53	0	0
LMBR1L	0	2.68	0	0	3.98	0	0	0	0	0	0	0
LMBRD1	0.06	0	0	0	0	0	0	0.62	0	1.67	1.24	0
LMBRD2	0	0	0	0	0.03	0	0	0	0	0	0	0
LMCD1	0	0	0	0	0	0	0	0	0	0	0	0
LMF1	0	0	0	0	0	0	0	0	0	0	0	0.2
LMF2	0	0	0	0	0	0	0	0	0	0	0.36	0
LMLN	0	0.09	0	0	0	0	0	0	0	0	0	0
LMNA	0	0	0	0	0.41	0	0	0	0	3	1.59	0.96
LMNB1	0	2.21	0	5.79	0.42	1.84	11.56	1.97	0	1.04	0	0
LMNB2	0	0	0	0	0.67	0	0	0.21	0	0	0	0
LMNTD1	0	0	0	0	0	0	0	0	0	0	0	0
LMO1	0	0	0	0	0	0	0	0	0	0	0	0
LMO2	0	3.34	1.89	0.88	0.87	0.44	1.5	0	0.3	0	2.39	0
LMO3	1.56	0	0	0	0	0.56	0	0	0	0	0	0
LMO4	4.25	0	0.41	0	0	0	0	0	4.02	0	0.71	0
LMO7	0	0	0	0	0	0	0	0	0	0	0	0
LMOD1	0	0	0	0	0	0	0	0	0	0	0	0
LMOD3	0	0.87	0	1.39	1.81	0	0	0.47	0.42	0	0.21	0
LMTK2	0.03	0	0.03	0.9	0.28	0.12	0	0	0.24	0.71	0.21	0.11
LMTK3	0	0	0	0	0	0	0	0.69	0	0	0	0
LMX1A	0	0	0	0	0	0	0	0	0	0	0	0
LMX1B	0	0	0.08	0	0	0	0	0	0.04	0.1	0	0
LNPEP	0	0.07	0	0	0	0.53	0	0	0	0.16	0.44	0
LNPK	0	0	0.09	0	0	0.09	0	0	0	0	0	0
LNX1	2.28	1.01	0.45	0.66	1.75	2.53	0.49	2.19	0.97	2.6	0.63	0
LNX2	0	0	0	0	0	0	0	0	0	0	0	0
LOC145783	0	0	3.6	0.12	0	0	0	0	0.49	0	0	0
LOC145845	0	0	0	0	0	0	0	0	0	0	0	0
LOC149684	0	0	0	0	0	0	0	0	0	0	0	0
LOC150051	0	0	0	0	0	0	0	0	0	0	0	0
LOC150935	0	0	0	0	0.1	0	0	0	0	0	0	0
LOC153684	0.73	9.69	15.07	12.76	9.71	8.17	6.73	6.63	0.53	5.19	8.97	9.33
LOC153910	0	0	0	0	0	0	0	0	0	0	0	0
LOC154449	0	0	0	0	0	0	0	0	0	0	0	0
LOC154761	0.35	0	0	0	0	3.53	0	0	0.7	0	0	6.41
LOC155060	0	0	0	4.05	0	0	0	0	0	0	0	0
LOC157273	0	0	0	0	0.41	0	0	0	0.18	0	0	0
LOC158434	0	0	0	0.52	0	0	0	0	0	0	0	0
LOC158435	0	0	0	0	0	0	0	0	0	0	0	0
LOC171391	0	0	0	0	0	0	0	0	0	0	0	0
LOC202181	0	0	0	0	0	0	0	0	0	0	0	0
LOC220729	0	0.88	0	0.24	1.17	0.45	0	0	0.16	0	0	0
LOC51145	0	0	0	0	0	0	0	0	0	0	0	0
LOC91548	0	0	0	0	0	0	0	0	0	0	0	0
LOC93429	0	0	0	0	0	0	0	0	0	0	0	0
LOC93463	0	0	0	0	0	0	0	0	0	0	0	0
LOC93622	0	0	0	0	1.75	0	0	0	0	0	0.85	0
LONP1	1.84	1.57	0.98	1.76	1.68	2	1.84	2.94	0	2.35	0.3	2.35
LONP2	4.48	9.22	6.28	15.57	12.57	5.11	5.37	3.74	14.45	15.78	5.49	13.45
LONRF1	0.47	0.84	3.5	1.29	0.52	0.06	0	0.8	5.87	0	0.36	4.26
LONRF2	0.02	0	0	0	0.04	0	0	0	0	0.02	0.03	0
LONRF3	0	0	0.26	0.49	0.5	0.31	0	0	0.08	2.44	0.37	0.12
LORICRIN	0	0	0	0	0	0	0	0	0	0	0	0
LOX	0.62	0	0	0	1.1	0	1.07	0	0	0	0	0
LOXHD1	0	0	0	0	0	0	0	0	0	0	0	0
LOXL1	0	0	0	0	0	0	0	0	0	0	0	0
LOXL2	0.33	0	0.06	0	0.31	0	0	0	0	1.32	0.35	0.09
LOXL3	2.33	3.08	2.65	9.92	2.33	1.45	0	0	0	0	0.51	0
LOXL4	0.34	4.23	0.53	0.1	1.03	2.21	0.34	0	1.96	2.64	0	0.57
LPA	0	0	0	0	0	0	0	0	0	0	0	0
LPAL2	0	0	0	0	0	0	0	0	0	0	0	0
LPAR1	0.76	0	0	0	0	0	0	0	0	0	0	0
LPAR2	0	0	0	3.46	10.98	0	0	0	0	0	0	1.76
LPAR3	0	0	0	0	0	0	0	0	0	0	0	0
LPAR4	0	0	0	0	0	0	0	0	0	0	0	0
LPAR5	0	0.24	0	0	0	1.21	0	0	0	0	0	0
LPAR6	5.74	5.68	0	0.83	0.95	1.06	2.12	0	0	0	0.6	0
LPCAT1	0.12	0.07	4.47	0	0.88	0.65	0	0	4.52	2.63	1.31	0
LPCAT2	0.44	0	0	0	0	0.29	0.11	0	0	0	0	0
LPCAT3	3.61	2.95	0.25	18.04	4.88	2.44	1.64	0	8.58	3.81	5.2	0.24
LPGAT1	1.27	0	1.37	1.22	0.8	0.25	0	0	0.19	0.08	0.19	0.61
LPIN1	0	0	0	0	1.6	0.48	0.11	0	0	0	0	0
LPIN2	3.5	4.62	2.48	5.32	6.72	4.33	7.26	1.93	8.37	11.35	1.54	4.83
LPIN3	0	0	0	0	0.07	0	0	0	0	0	0	0
LPL	0	0	0	0	0	0.46	0	0	0	0.63	0	0.77
LPO	0.63	0.28	0.18	0	0.12	1.17	0	0.25	1.22	1.44	0.11	1.32
LPP	0.29	2.77	0.03	0.21	1.97	0.53	0.23	0	0.32	1.7	0.04	1.5
LPXN	0	0	0	0.21	4.33	2.02	0	0	0	2.5	2.1	2.19
LRAT	0	0	0	0	0	0	0	0	0	0	0	0
LRATD1	0	0	0	0	0	0	0	0	0	0	0	0
LRATD2	0	0	0	0	0	0	0	0	0	0	0	0
LRBA	0	0	0	0	0.03	0.45	0	0	0	0	0	0
LRCH1	0	0	0	0	0.28	0	0	0.17	0	0	0	0
LRCH2	0	0	0	0	0	0	0	0	0	0	0	0
LRCH3	0.07	0	0	1.3	1.05	0.38	0	0.34	0.03	0.5	0	0
LRCH4	0.11	5.58	0.73	5.39	2.75	0	0	4.9	5.5	1.22	0.81	0
LRFN1	0	0	0	0	0	0	0	0	0	0	0	0
LRFN2	0	0	0	0	0	0	0	0	0	0	0	0
LRFN3	0	0	0	0	0	0	0	0	0	0	0	0
LRFN4	0	0	0	0	9.83	0.32	0	0.51	0.17	0	0	0
LRFN5	0	0	0	0	0	0	0	0	0	0	0	0
LRG1	0.57	0	0	0	0	0	0.71	0	0	0.12	0	0
LRGUK	0	0	0	0	0	0	0	0	0	0	0	0
LRIF1	0	0.74	0	3.98	0.81	0.85	0	0	1.93	2.04	0.69	2.89
LRIG1	0.58	0	1.39	0.95	0.48	0.8	1.91	0	0.12	2.93	0.09	0.08
LRIG2	0	0	0.33	0	0	0	0	0	0	0	0	0
LRIG3	0	0	0	0	0	0	0	0	0	0	0	0
LRIT1	0	0	0	0	0	0	0	0	0	0	0	0
LRMDA	0	0	0	0.97	0	0	0	0	3.29	0	0	0.43
LRP1	5.32	4.13	3.11	10.92	11.25	8.06	4.83	9.73	6.16	7.42	1.13	1.73
LRP10	0.04	0.74	0.38	0.87	0.82	0.36	5.8	0	0	1.61	0.22	0
LRP11	1.5	0.91	0	0.49	0.27	2.15	0	0	0	0.36	0.18	0
LRP12	0.07	0	0	0	0	0	0	0	0	0	0	0
LRP1B	0	0	0	0	0	0	0	0	0	0	0	0
LRP2	0	0	0	0	0	0	0	0	0	0	0	0
LRP2BP	0	0	0	0.27	0	0	1.6	0	0	0	0	0
LRP3	0	0	0	0	0	0	0	0	0	0	0	0
LRP4	0	0	0	0	0	0	0	0	0	0	0	0
LRP5	0	0	0	0	0	0	0	0	0	0	0	0
LRP5L	0	0	0	0	0	0	0	0	0.13	0	0	0
LRP6	0	0	0	0	0	0	0	0	0	0	0	0
LRP8	0	0	0	0	0.23	0	1.49	0	0	0	0	0
LRPAP1	5.76	3.5	2.25	7.52	18.09	13.31	41.94	4.55	15.68	8.62	10.62	1.97
LRPPRC	0	0	0	0	0	0	0	0	0	0	0	0
LRR1	0	0	0	0	4.12	0.25	0	0	6.22	0	0	0
LRRC1	0	0	0	0	0	0.07	0	0	0	0	0	0
LRRC14	1.32	2.91	0.36	0.27	2.25	0.2	0.23	0	0.5	0.06	0	0
LRRC15	0	0	0	0	0	0	0	0	0	0	0	0
LRRC17	0	0	0	0	0	0	0	0	0	0	0	0
LRRC19	0.41	0	0	0	0.08	0	0	0	0.2	0	0.06	0
LRRC2	0	0	0	0	0	0	0	0	0	0.06	0	0
LRRC2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LRRC20	0	0	0	0	0	0	0	0	0	0	0	0
LRRC23	0	0	0	0	0	0	0	0	0	0	0	0
LRRC25	0.26	0	1.12	0.74	0.71	0.6	0	0	0.1	0.29	0.11	0.18
LRRC27	0.35	0	0.68	2.94	2.2	0	0	0	0	0	0	0
LRRC28	0.08	0.05	0	0	0.1	0	0.1	0	0.25	0	0	0
LRRC29	0	0	0	0	0	0	0	0.36	0	0	0	0
LRRC3	0	0	0	0	0	0	0	0	0	0	0	0
LRRC31	0	0	0	0	0	0	0	0	0	0	0	0
LRRC32	0	0	0	0	0	0	0	0	0.75	1.22	0.05	0
LRRC34	9.45	0	1.14	0	0.45	0.35	0	0	0	0	0	0.99
LRRC36	0	0	0	0	0	0	0	0	0	0	0	0
LRRC37A	0.05	0	0.06	0	1.37	0.57	0	0	0	0.11	0	0.09
LRRC37A4P	0.54	0	0	0	0	0.43	0	0.14	0	0	0.16	0.63
LRRC37B	1.84	0	0	0	0.61	0.48	0	0	0	0	0	0
LRRC38	0	0	0	0	0	0	0	0	0	0	0	0
LRRC39	0	0.29	0.26	0	0.62	0.5	0	0	0.26	0	1.6	0
LRRC3B	0	0	0	0	0	0	0	0	0	0	0	0
LRRC4	1.8	1.74	2.28	17.47	7.79	3.24	7.08	0	1.04	6.7	1.65	1.31
LRRC40	0	0	0.59	0.13	0	0	0	0	0.6	0.54	0	0
LRRC41	0.07	0.09	0	0	0.13	0.05	0	0	0.07	0.52	0	0
LRRC42	0	0	0	0	0	0	0	0	0	0	0	0
LRRC45	0	0	0	0	0	0	0	0	0	0	0	0
LRRC46	0	0.37	0	0	0.39	0	0	0	0	0	0	0
LRRC47	0.11	0.06	0.06	0	0.2	0.89	0.56	2.13	0	0	0	0
LRRC49	0	0	1.9	0	0	0	0	0	0	0.05	0	0
LRRC4B	0	0.41	0	0	0	0	0	0.66	0	0	0	0
LRRC4C	0	0	0	0	0	0	0	0	0	0	0	0
LRRC55	0	0	0	0	0	0	0	0	0	0	0	0
LRRC56	0	0	0	0	0	0.25	0	0	0.09	0	0	0
LRRC58	0	0	0	0.22	0	0	0	0	0	0	0.19	0
LRRC59	0.09	0	0.33	4.97	0.1	0.69	2.55	0.17	0.26	1.5	0	0.12
LRRC61	0.4	1.35	0.64	0	1.89	0.38	0	0	4.03	0	0	0
LRRC63	0	0	0	0	0	0	0	0	0	0	0	0
LRRC7	0	0	0	0	0	0	0	0	0	0	0	0
LRRC71	0.79	3.49	0	0	0.46	4.37	0	0	0	0	0	0
LRRC73	0	0	0	0	0	0	0	0	0	0	0	0
LRRC74A	0	6.94	0	0	0	0	0	0	0	0	0	0
LRRC8A	0	0	0	0	0	0	0.14	0	4.46	0.22	0.15	0
LRRC8B	0	0	0	0	0	0.14	0	0	0	0	0	0
LRRC8C	0	0	0	0	0.24	0.31	0	0	0	0.13	0.22	1.55
LRRC8D	0.28	0.31	0	1.36	0.58	0	0	0	0	0	0	0
LRRC8E	0	0	0	0	0	0	0	0	0	0	0	0
LRRCC1	0	0	0	0	0	0	0	0	0	0	0	0
LRRFIP1	2.22	1.63	1.28	6.47	8.18	1	6.78	0.55	3.66	7.9	1.7	1.01
LRRFIP2	0	0.54	0	1.67	3.35	2.05	0	0	0	1.91	0	0
LRRIQ1	0	0	0	0	0	0	0	0	0	0	0	0
LRRIQ3	0	0	0	0	0	0	0	0	0	0	0	0
LRRK1	1.18	0.05	0.02	0.7	0.73	0.04	1.7	0.6	0.27	0.29	0.34	0
LRRK2	0.99	0.33	1.08	0.54	1.66	0.41	4.15	0.12	0	0	0.03	0
LRRN1	0	0	0	5.44	0	0.26	3.6	0	0	0.2	0	0
LRRN2	0.82	0.76	0	0	0.17	0.64	0	0	0	0.1	0	0
LRRN3	1.23	0	0	0	0.61	0.43	0	0	0	0.08	0	0
LRRN4	0	0	0	0	0	0.47	0	0	0	0	0	0
LRRN4CL	0	0	0	0	0	0	0	0	0	0	0	0
LRRTM2	0.36	0.4	2.05	0.58	2.32	1.04	1.59	0.4	3.32	3.69	2.05	0.71
LRRTM4	0	0	0	0	0	0	0	0	0	0	0	0
LRSAM1	0	0	0	0	1.11	0	0	0.99	1.54	0.09	1.76	7.65
LRTM1	0	0	0	0	0	0	0	0	0	0	0	0
LRTOMT	17.71	43.12	17.33	15.56	15.08	19.68	7.26	12.11	24.2	33.4	13.21	19.64
LRWD1	4.8	0.49	0.3	3.29	0.9	0.88	1.43	1.93	2.25	0.94	0.19	0.18
LSAMP	0	0	0	0	0	0	0	0	0	0	0	0
LSG1	0.62	0	0	0	1.43	0.86	0	0	0	0.38	0	0
LSM1	0	1.48	0	0.77	0	0	0	0	0	1.33	0	0
LSM10	1.83	1.35	0	0.89	4.77	1.36	0	0	0	0.76	1.61	5.95
LSM11	0	0	0.14	0.16	0	0.07	0	0	0	0.23	0.06	0.1
LSM12	0	0	0	0	0.58	0.1	0	0	0	0	0	0
LSM14A	0.46	0.38	0.86	0.3	1.86	0.38	0	0	2.58	0	0	0
LSM14B	0	0.21	0.64	0	0	0.09	0	0	0	1.89	0.25	0
LSM2	0	0	0	3.53	0	0	0	0	0	0	0	0
LSM3	0	3.72	0	0	0.09	0.47	0	0	0	0	0.13	0
LSM4	0	0	0.81	0	2.41	3.84	0	0	0.82	0.82	0.35	5.38
LSM5	0	0	0	0	0	3.63	0	0	0	0	1.04	0
LSM6	0	0	0	0	0	0	0	0	0	0	0	0
LSM7	0	0	0	0	0	0.53	0	0	1.88	0.72	0.51	0
LSM8	0.06	0	0.89	0	0.07	0.02	0	0	0	0	0	0
LSMEM2	0	1.17	0.17	1.28	1.85	0.65	1.75	0	0.7	0	0.93	7.61
LSP1	5.27	8.73	4.47	11.81	12.73	8.39	11.54	5.85	8.07	18.82	8.28	14.59
LSR	5.63	0.52	1.84	0.58	0	3.87	0	0.62	2.79	1.18	1.61	0.55
LSS	0	0	0.2	0	0	0	0	0	0	5.92	0.58	0
LST1	12.29	2.62	21.76	6.11	1.38	19.34	14.67	0	27.01	14.76	9.56	16.44
LTA	0	0	0	0	0	0	0	0	0	0	0	0
LTA4H	3.14	4.66	0.57	0.4	3.07	0.57	2.06	0.55	0	0	0.73	3.83
LTB	0	0.61	0	3.98	0	1.69	0	1.81	1.08	0.68	0	0.5
LTB4R	0	0	0.89	0.52	0.07	0.34	0	0	0.77	4.96	0.29	0
LTB4R2	6.87	29.42	13.16	14.57	16.9	7.06	10.4	1.69	2.32	1.85	2.93	5.39
LTBP1	0	0	0	0	0	0	0	0	0	0	0	0
LTBP2	1	2.56	0.03	0.85	0.33	0.19	0	0	0	0.04	0.05	0
LTBP3	0	0	0	0	0	0	0	0	0	1.4	0	0
LTBP4	0.59	0	0.83	0	0.18	0	0	0	0	0.2	0	0
LTBR	0.79	1.32	1.26	0	3.21	1.41	0	0.42	1.71	1.95	0.76	0
LTC4S	0	7.47	10.28	0.71	1.25	0	0	0	0	0	0	0
LTF	0	0	0	0	0	0	0	0	0	0	0	0
LTK	0	0	0	0	0	0	0	0	0	0	0	0
LTN1	0	0	0	0.09	0.49	0.32	0	0	0	0.08	0	0.22
LTO1	0	0	0	0	0	0	0	0	0	0	0	0
LTV1	0	0	0	0	0	0.37	0	0	0	0	0	0
LUC7L	0.18	0	0	4.9	0	0.24	0	0	1.28	0.71	0	0.16
LUC7L2	0.5	4.13	0	9.82	2.82	1.85	2.46	0	1.93	0	1.7	1.35
LUC7L3	0	0	0	0	0.28	0	0	0	0	0	0	0
LUM	0	0	0	0	0	0	0	0	0	0	0	0
LUZP1	0	0.03	0.14	0.38	0.77	0.4	0.07	0.11	1.03	0.41	0.13	0
LUZP4	0	0	0	0	0	0	0	0	0	0	0	0
LVRN	0	0	0	0	0	0	0	0	0	0	0	0
LXN	2.84	4.34	3.13	0	0.28	1.32	0	0	0.72	4.61	4.5	2.97
LY6D	0	0	0	0	0	0	0	0	0	0	0	0
LY6E	0	1.5	0.89	5.19	1.32	5.77	10.1	1.5	4.44	0	0	0
LY6G5B	0.66	0	0	0.76	0	0.1	0	0	0	0	0.12	0
LY6G5C	0	0	0	0	0.21	0.49	0	1.75	0.31	0	0	0
LY6G6C	0	0	0	0	0	0	0	0	0	0	0	0
LY6G6D	0	0	0	0	0	0	0	0	0	0	0	0
LY6G6E	0	0	0	0	0	0	0	0	0	0	0	0
LY6H	0	0	0	0	0	0	0	0	0	0	0	0
LY6K	0	0	0	0.54	0	0	0	0	0	0	0	0
LY75	0	0	0	0.86	0	0	0	0.07	0	0	0	0
LY86	0.92	9.83	11.06	7.11	1.78	6.8	9.88	0	1.82	3.82	1.61	0
LY9	0	0.5	1.27	1.59	2.07	2.4	0	0	0	0	0.15	0
LY96	0	0	0	0	0	0	0	0	0	0	0	0
LYAR	4.57	0	3.75	0	2.41	1.65	0	0	0	0.43	0.76	0
LYG1	0	0	0	0	0	0	0	0	0	0	0	0
LYL1	0.87	0	3.33	0	0.4	0.81	0	0	5.48	0	0	9.28
LYN	1.92	0	2.12	2.94	0.48	0.88	0.1	0.08	0.79	1.98	3	0.41
LYNX1	0	0	0	0	0	0	0	0	0	0	0	0
LYPD1	0	0	0	0	0	0	0	0	0	0	0	0
LYPD2	0	0	0	0	0	0	0	0	0	0	0	0
LYPD3	0	2.16	0	0	0	0	0	0	0	0	3.14	0
LYPD4	0	0	0	0	0	0	0	0	0	0	0	0
LYPD6	0	0	0	0	0	0	0	0	0	0	0	0
LYPD6B	0	0	0	0	0	0	0	0	0	0	0	0
LYPLA1	1.97	0	0	0	0	0	0	0	2.74	0	0	0
LYPLA2	0	0.26	0	0	0	0	0	8.66	7.87	0	0	6.81
LYPLAL1	1.8	0	0	0	0	7.77	0	0	0	0	0	0
LYRM1	1.4	0	0	0	1.96	0.52	16.82	10.05	6.21	4.23	6.45	10.21
LYRM2	0.33	0	0	0.28	0.48	0.17	0	0	0	0.17	0.16	0
LYRM4	0	0	0	0.34	0.04	0.21	0	0.26	0	0.85	0	0
LYRM7	0	0	0	0	0	0	0	0	0	0.05	0	0
LYRM9	0	0	0	0	0	0	0	0	0	0	0	0
LYSMD3	0	0	0.49	0	0	0	0	0	0	0	0	0
LYSMD4	0	0	0	1.68	0	0	0	0	0	0	0.63	0
LYST	0.02	3.52	0.14	9.16	0	1.67	0	0	0	0	1.27	0.84
LYVE1	0	0	0	0	0	0.38	0	0	0	0	0	3.1
LYZ	188.7	374.31	540.76	343.64	489.18	309.8	851.48	63.03	277.79	518.32	451.99	205.46
LYZL1	0	0	0	0	0	0	0	0	0	0	0	0
LYZL2	0	0	0	0	0	0	0	0	0	0	0	0
LYZL4	0	0	0	0	0	0	0	0	0	0	0	0
LYZL6	0	0	0	0	0	0	0	0	0	0	0	0
LZIC	0	0	0	0	0	0	0	0	0	0	0.04	0
LZTFL1	0	0	0	0	0	0	0	0	0	0	0	0
LZTR1	0.14	5.36	0.14	0.38	4.13	1.14	0	0.68	2.92	1.22	1.03	1.75
LZTS1	0	0	0	0	0	0	0	0	0	0	0	0
LZTS2	0	0	0	0	0	0	0	0	0	0	0	0
LZTS3	0	0	0	0	0	0	0	0	0	0	0	0
M1AP	1.33	0	0.44	0.86	1.6	0.55	0	0	0	0.74	0.78	4.34
M6PR	0.41	0.92	3.65	7.36	17.57	1.59	0	0	6.4	5.63	11	13.79
MAB21L1	0	0	0	0	0	0	0	0	0	0	0	0
MAB21L2	0.49	3.34	0	2.54	1.36	1.08	0	0	0	0	1.2	0
MAB21L3	0	0	0	0	0	0	0	0	0	0	0	0
MAB21L4	0	0	0	0	0	0	0	0	0	0	0	0
MACF1	0.42	0.26	0	0.49	0.33	0.63	0.14	0.82	0.11	0.12	1.07	0
MACIR	0	0	0	0	0	0	0	0	0	0	0	0
MACO1	0	0	0	0	0	0	0	0	0	0	0	0
MACROD1	0	1.71	0	0	3.92	0	0	0	0	0	0	0
MACROD2	0	0	0	0	0	0	0	0	0	0	0	0
MACROD2-IT1	0	0	0	0	0	0	0	0	0	0	0	0
MACROH2A1	5.65	7.7	9.68	7.75	13.28	4.5	4.04	3.02	24.37	18.27	4.26	2.37
MACROH2A2	0	0	0	0	0	0	0	0	0.26	0	0	0
MAD1L1	0	0	0	2.21	2.83	0.84	0	3.01	2.12	4.45	0	0
MAD2L1	0	0	0	0	0	0	0	0	0	0	0	0
MAD2L1BP	0	0	0.38	0	0	0	0	0	0	0	0.73	0
MAD2L2	0	4.44	0.24	2.08	6.85	0	0	0	0	0	2.62	0
MADCAM1	0	0	0	0	0	0	0	0	0	0	0	0
MADD	4.2	3.18	0.74	0.64	4.62	3.5	2.92	2.62	6.65	3.77	1.7	1.77
MAEA	0.17	0	0.49	7.14	3.12	0	0	0	4.34	0.57	0	0
MAEL	0	0	0	0	0	0	0	0	0	0	0	0
MAF	0	0	0	0	0.04	0	0	0	0	2.1	0	0.05
MAF1	0.66	1.78	0.86	3.83	3.42	1.9	0	0	4.27	0.37	1.43	0.2
MAFB	0.8	5.77	0.57	6.21	5.99	1.61	6.29	2.58	4.89	4.61	1.53	2.52
MAFF	0.75	0	0	0.81	0	0	0	0	2.35	3.91	0.69	1.09
MAFG	0.43	0	0	0.42	2.81	0.36	0	6.71	3.57	0.61	0	0
MAFG-DT	0	0	0	0	0	0	0	0	0	0	0	0
MAFK	0	0	0	0.26	0.08	0	0	0	0	0	0.06	0
MAG	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA1	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA10	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA11	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA12	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA2	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA3	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA4	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA6	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA8	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA9	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB1	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB10	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB16	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB2	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB3	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB4	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB6	0	0	0	0	0	0	0	0	0	0	0	0
MAGEC1	0	0	0	0	0	0	0	0	0	0	0	0
MAGEC2	0	0	0	0	0	0	0	0	0	0	0	0
MAGEC3	0	0	0	0	0	0	0	0	0	0	0	0
MAGED1	0.04	0	0	0	0	0	0	0	0.09	0.06	0	0.06
MAGED2	0	0	0	0	0	0	0	0	0	2.43	0	0
MAGED4B	0	0	0	0	0	0	0	0	0	0	0	0
