NAME	cell_type
SYNJ2BP	T.cells.CD8
SYNM	T.cells.CD8
SYNPO2L	T.cells.CD4
SYPL1	B.cells
SYT11	NK.cells
SYTL2	NKT.cells
SZT2	NK.cells
TAB2	Monocytes
TADA1	T.cells.CD4
TAF5	NK.cells
TAF9B	T.cells.CD4
TANC2	NK.cells
TANGO6	NKT.cells
TAPT1.AS1	B.cells
TBC1D31	T.cells.CD8
TBC1D32	NK.cells
TBC1D4	T.cells.CD4
TBC1D8	Monocytes
TBC1D9	Monocytes
TBX21	NK.cells
TC2N	T.cells.CD8
TCEA3	T.cells.CD4
TCF3	B.cells
TCF4	B.cells
TCF7	T.cells.CD4
TCF7L2	Monocytes
TCL1A	B.cells
TCN2	Monocytes
TCTEX1D2	NKT.cells
TCTN1	B.cells
TDP1	B.cells
TESPA1	T.cells.CD4
TET3	Monocytes
TFB2M	B.cells
TFDP2	NK.cells
TFEC	Monocytes
TGFBI	Monocytes
TGFBR3	NK.cells
THBS1	Monocytes
THEM4	T.cells.CD4
THEMIS	T.cells.CD8
THOP1	NKT.cells
TIAM1	Monocytes
TIGD2	NK.cells
TIGIT	T.cells.CD8
TIMD4	T.cells.CD8
TIMM8A	T.cells.CD4
TIMP2	Monocytes
TKTL1	NK.cells
TLDC1	NKT.cells
TLE1	B.cells
TLE2	T.cells.CD4
TLR10	B.cells
TLR2	Monocytes
TLR4	Monocytes
TLR5	Monocytes
TLR6	B.cells
TLR8	Monocytes
TMC4	NK.cells
TMED1	NK.cells
TMEM116	T.cells.CD4
TMEM120B	NKT.cells
TMEM127	Monocytes
TMEM156	B.cells
TMEM164	Monocytes
TMEM170B	Monocytes
TMEM176A	Monocytes
TMEM176B	Monocytes
TMEM181	NKT.cells
TMEM186	NK.cells
TMEM194B	NK.cells
TMEM204	T.cells.CD4
TMEM206	NKT.cells
TMEM214	NK.cells
TMEM220	B.cells
TMEM237	T.cells.CD8
TMEM255A	NKT.cells
TMEM260	B.cells
TMEM38B	B.cells
TMEM45B	T.cells.CD4
TMEM53	B.cells
TMEM62	NKT.cells
TMEM63A	T.cells.CD4
TMEM68	NKT.cells
TMIGD2	NK.cells
TMSB15B	B.cells
TMTC4	NK.cells
TNFAIP2	Monocytes
TNFAIP6	Monocytes
TNFRSF11A	NK.cells
TNFRSF13B	B.cells
TNFRSF13C	B.cells
TNFRSF17	B.cells
TNFRSF18	NK.cells
TNFRSF1A	NK.cells
TNFRSF25	T.cells.CD4
TNFRSF4	T.cells.CD4
TNFSF13B	Monocytes
TNFSF14	NK.cells
TNFSF8	T.cells.CD4
TNIK	NK.cells
TNIP3	T.cells.CD8
TNNI2	Monocytes
TNNT1	Monocytes
TNS3	B.cells
TOB1	NKT.cells
TOM1	Monocytes
TOP1MT	B.cells
TOPBP1	NK.cells
TOX	NKT.cells
TP53I11	NKT.cells
TPCN1	Monocytes
TPD52	B.cells
TPPP3	Monocytes
TPRG1	T.cells.CD8
TPST2	NKT.cells
TPTEP1	B.cells
TRABD2A	T.cells.CD4
TRAF1	T.cells.CD8
TRAF3	T.cells.CD8
TRAF4	B.cells
TRAF5	B.cells
TRAF6	T.cells.CD8
TRANK1	NK.cells
TRAT1	T.cells.CD4
TREM1	Monocytes
TREML1	Monocytes
TRIB3	NK.cells
TRIM32	NKT.cells
TRIM35	NK.cells
TRIM66	NKT.cells
TRIP13	T.cells.CD8
TRIQK	Monocytes
TRMT44	NKT.cells
TRPM6	T.cells.CD4
TRPV3	T.cells.CD4
TRUB1	B.cells
TSEN15	NKT.cells
TSEN54	NKT.cells
TSHZ2	T.cells.CD4
TSPAN13	B.cells
TSPAN18	T.cells.CD4
TSPAN2	NKT.cells
TSPAN3	B.cells
TSPAN32	NK.cells
TSPAN4	Monocytes
TSPAN5	NK.cells
TST	Monocytes
TTC16	T.cells.CD8
TTC28	NKT.cells
TTC31	B.cells
TTC38	NK.cells
TTC9	B.cells
TTLL10.AS1	NKT.cells
TTYH3	Monocytes
TUBB1	Monocytes
TUBB6	B.cells
TUBD1	B.cells
TUBE1	T.cells.CD4
TUBGCP5	NKT.cells
TUT1	T.cells.CD4
TVP23B	NK.cells
TWSG1	T.cells.CD8
TXK	NK.cells
TYROBP	Monocytes
U91328.19	T.cells.CD8
UAP1	NKT.cells
UBA6.AS1	T.cells.CD4
UBAC2.AS1	T.cells.CD4
UBASH3A	T.cells.CD8
UBE2E2	B.cells
UBE2F	NK.cells
UBE2S	NK.cells
UBE2T	T.cells.CD8
UBXN10.AS1	NKT.cells
ULK1	NKT.cells
UNC5CL	T.cells.CD8
UNG	NK.cells
UNK	NKT.cells
UPB1	NKT.cells
UPRT	T.cells.CD8
USB1	NK.cells
USF1	T.cells.CD4
USP20	T.cells.CD4
USP28	T.cells.CD8
USP39	T.cells.CD8
USP42	T.cells.CD8
USP45	B.cells
USP46	NKT.cells
USP49	T.cells.CD8
USP53	B.cells
USP6	Monocytes
UTP14A	B.cells
UTP14C	NKT.cells
UTP20	NK.cells
UVSSA	NKT.cells
UXS1	T.cells.CD4
VAMP1	T.cells.CD4
VANGL1	NK.cells
VCAM1	T.cells.CD8
VCAN	Monocytes
VNN1	Monocytes
VPREB3	B.cells
VPS16	NK.cells
VPS26B	NK.cells
VPS33B	T.cells.CD8
VSIG1	T.cells.CD4
VSNL1	T.cells.CD8
VSTM1	Monocytes
VTI1A	NKT.cells
VWA5A	NK.cells
VWA8	NK.cells
WARS	Monocytes
WDFY3	Monocytes
WDFY4	B.cells
WDHD1	NK.cells
WDPCP	B.cells
WDR24	B.cells
WDR44	NKT.cells
WDR5	NKT.cells
WDR55	T.cells.CD8
WDR5B	B.cells
WDR66	T.cells.CD4
WDR81	T.cells.CD8
WDR92	NK.cells
WEE1	B.cells
WIPI1	NK.cells
WLS	Monocytes
WNT16	B.cells
WRAP53	T.cells.CD8
XCL1	NK.cells
XCL2	NK.cells
XRCC3	NK.cells
XXbac.B135H6.15	Monocytes
XXbac.BPG181B23.7	NK.cells
XXcos.LUCA11.4	B.cells
XYLT1	NKT.cells
YES1	NK.cells
YPEL1	NK.cells
ZAP70	NK.cells
ZBED1	B.cells
ZBTB14	NK.cells
ZBTB16	NK.cells
ZBTB2	NK.cells
ZBTB22	B.cells
ZBTB34	Monocytes
ZBTB42	NKT.cells
ZC3H12D	T.cells.CD4
ZCWPW1	B.cells
ZDHHC13	NKT.cells
ZDHHC14	B.cells
ZDHHC17	NKT.cells
ZFAND4	T.cells.CD8
ZFHX3	Monocytes
ZFP14	T.cells.CD4
ZFP62	T.cells.CD8
ZFPL1	NK.cells
ZMAT4	NK.cells
ZNF107	B.cells
ZNF12	NKT.cells
ZNF124	B.cells
ZNF136	NKT.cells
ZNF138	NK.cells
ZNF14	NKT.cells
ZNF143	NKT.cells
ZNF154	B.cells
ZNF155	T.cells.CD8
ZNF16	NKT.cells
ZNF165	B.cells
ZNF182	NK.cells
ZNF185	Monocytes
ZNF202	B.cells
ZNF25	NKT.cells
ZNF250	NK.cells
ZNF260	T.cells.CD8
ZNF280B	NKT.cells
ZNF320	B.cells
ZNF330	NKT.cells
ZNF331	NK.cells
ZNF337	B.cells
ZNF33B	B.cells
ZNF34	T.cells.CD8
ZNF346	T.cells.CD8
ZNF354C	T.cells.CD8
ZNF385A	Monocytes
ZNF420	T.cells.CD4
ZNF438	Monocytes
ZNF439	B.cells
ZNF446	T.cells.CD8
ZNF467	Monocytes
ZNF48	NKT.cells
ZNF518B	NK.cells
ZNF525	B.cells
ZNF526	NKT.cells
ZNF532	B.cells
ZNF559	NK.cells
ZNF561	NK.cells
ZNF565	B.cells
ZNF568	T.cells.CD8
ZNF571	NKT.cells
ZNF575	T.cells.CD8
ZNF577	NK.cells
ZNF585A	NK.cells
ZNF586	NK.cells
ZNF595	NK.cells
ZNF598	NK.cells
ZNF599	NKT.cells
ZNF600	NK.cells
ZNF620	NK.cells
ZNF621	NK.cells
ZNF625	T.cells.CD4
ZNF626	NK.cells
ZNF628	T.cells.CD8
ZNF669	B.cells
ZNF674.AS1	B.cells
ZNF683	NKT.cells
ZNF687	B.cells
ZNF700	NK.cells
ZNF708	T.cells.CD8
ZNF71	NKT.cells
ZNF724P	NKT.cells
ZNF736	B.cells
ZNF747	B.cells
ZNF75D	B.cells
ZNF781	NKT.cells
ZNF783	NK.cells
ZNF786	NK.cells
ZNF793	B.cells
ZNF813	T.cells.CD4
ZNF821	B.cells
ZNF829	NK.cells
ZNF831	T.cells.CD8
ZNF843	NKT.cells
ZNF860	B.cells
ZNHIT2	NKT.cells
ZRANB3	T.cells.CD8
ZRSR1	T.cells.CD8
ZSCAN29	NK.cells
ZSWIM1	T.cells.CD4
ZSWIM6	Monocytes
ZXDA	T.cells.CD8
ZXDB	T.cells.CD4
ZYG11B	Monocytes
